Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
198161,ea9821ba-60c8-4095-bf84-7c95c29bbae7,,,,,,F,,C,2015-09-03 00:00:00,Leaver,129,,1,,,,,,,,,,
232444,add62f5c-d367-4400-a555-2b5ddc3dd5f9,,,,,,M,,C,2018-09-07 00:00:00,7,143,,2,,,,,,,,,,
179124,d624353d-bc75-4a5c-bd06-c334e6b717dc,,,,,,M,,C,2019-09-04 00:00:00,9,120,8,1,,,,,,3,,,,
218513,ca2c0467-02d0-4922-ac72-50a4dcce6eb3,,,,,,M,,Leaver,2015-09-01 00:00:00,9,118,,,,,,,,3,,,,
223066,b992db41-f04e-4da9-bfab-529b4de4df8b,,,,,,M,,C,2016-09-01 00:00:00,8,132,,,,,,,,,,,,
235728,54baa38d-e577-41ca-8fb8-fb138a76fe25,,,,,,F,,C,2017-09-04 00:00:00,8,132,,1,,,,,,1,,,,
230719,b4dd8ec1-ee55-4c97-aef0-b339ab2e4471,,,,,,M,,C,2018-09-07 00:00:00,7,140,,2,,,,,,,,,,
199443,89f5d614-6a19-4ffe-b2e5-f5088aec8266,,,,,,M,,C,2016-09-01 00:00:00,8,129,7,,,,,,,3,,,,
146438,c7fddd3b-4817-49b5-bb24-712856e73cbb,,,,,,F,,Leaver,2019-09-04 00:00:00,10,123,,,,,,,,,,,,
200670,5835fb02-5d8b-43c1-938b-df46d143ed1f,,,,,,M,,C,2018-10-03 00:00:00,10,97,14,,,,,,,5,,,,
175756,3c3a9eae-998c-4685-b48e-7285fba8ae20,,,,,,M,,Leaver,2019-09-04 00:00:00,9,143,8,2,,,,,,2,,,,
133853,b0a07426-305e-4333-b6e6-8d2fd1af1428,,,,,,F,,C,2017-09-04 00:00:00,7,141,9,1,,,,,,,,,,
124540,64737f49-a20b-40f8-b624-0a18123c53a0,,,,,,M,,C,2016-09-01 00:00:00,7,132,10,2,,,,,,,,,6,
195185,e54cc6ff-27cf-49aa-b7b0-37799bb385bb,,,,,,M,,C,2016-11-07 00:00:00,10,143,14,1,,,,,,,,,,
212443,d61a1d5c-5956-408c-a2f7-743dc9d3c254,,,,,,M,,C,2017-09-06 00:00:00,8,143,14,2,,,,,,,,,,
262097,01e53c7c-94ce-465e-bd5a-36031f72ad3e,,,,,,F,,C,2018-09-06 00:00:00,10,141,7,2,,,,,,,,,,
245504,c6462d9f-d17f-4893-84ee-8c2c265632cf,,,,,,F,,C,2016-09-05 00:00:00,7,135,4,,,,,,,,,,,
164381,14278467-123c-4ed0-91ef-eab106b78db3,,,,,,M,,C,2017-09-06 00:00:00,Leaver,134,5,2,,,,,,,,,,
215129,1bc014a7-4968-4856-b323-5211dea45157,,,,,,M,,C,2018-09-25 00:00:00,11,137,,2,,,,,,,,,,
187920,f9b89745-f525-4112-962c-97a920460ddf,,,,,,M,,C,2019-09-04 00:00:00,7,129,5,,,,,,,5,,,4,
202990,9a7d0889-43ab-4d88-9c68-ce6e6ff4da60,,,,,,M,,C,2017-09-04 00:00:00,7,142,,,,,,,,,,,,
168327,3666c62b-466e-463c-9295-d846f293509c,,,,,,M,,C,2018-09-03 00:00:00,10,138,,2,,,,,,3,,,4,
264774,336c9e84-217f-43f7-abc2-2c14e2ad27fe,,,,,,F,,Leaver,2015-09-04 00:00:00,10,143,,,,,,,,,,,,
168613,0372f0bb-4804-4a05-9cfe-bdd39e4fc5df,,,,,,M,,C,2018-09-06 00:00:00,11,142,4,,,,,,,,,,,
176770,7bbd0624-3958-431a-85ce-b92b2f82006d,,,,,,M,,Leaver,2016-09-01 00:00:00,10,142,,2,,,,,,,,,,
183915,99906613-ade7-41a1-b48f-1b75094e5c4d,,,,,,F,,C,2016-09-01 00:00:00,7,136,,,,,,,,,,,,
166009,d7044e58-a44b-4241-903b-ca865f19eeb3,,,,,,M,,C,2017-09-01 00:00:00,8,107,,,,,,,,2,,,,
210253,65077902-dcc4-49cc-86f7-fe3f4bf01698,,,,,,M,,C,2018-02-19 00:00:00,8,134,8,,,,,,,,,,,
220444,ee39b636-afbe-446f-a18a-222bf9677b00,,,,,,F,,C,2019-09-04 00:00:00,10,135,,2,,,,,,2,,,,
171029,b0364c90-81c2-46bc-ae8f-92df937d821a,,,,,,M,,C,2019-09-04 00:00:00,10,139,7,,,,,,,,,,,
181454,966225ea-0fb4-4e64-b521-b3e99cab722e,,,,,,M,,C,2015-09-03 00:00:00,10,124,4,1,,,,,,,,,,
233439,319444ed-a78a-499a-b971-ccf17fa4f928,,,,,,M,,C,2017-09-04 00:00:00,10,143,,,,,,,,,,,,
188865,0a3ffe4e-75ae-4375-ae14-4da4fe43ffc7,,,,,,M,,C,2018-03-19 00:00:00,9,125,3,,,,,,,,,,,
279414,b9ff0550-0061-4889-84ff-7ddc16a9d3fb,,,,,,M,,C,2016-09-05 00:00:00,7,141,13,,,,,,,,,,,
222219,76285fd2-554b-47b6-830f-550a3b0ad932,,,,,,F,,C,2019-09-03 00:00:00,8,141,8,,,,,,,,,,,
176853,af95a1a2-5e79-402d-8858-acd7943c7cb9,,,,,,F,,Leaver,2019-09-03 00:00:00,9,129,,,,,,,,,,,,
203231,8223de2f-afb3-4986-b093-4620d2d86021,,,,,,F,,C,2019-09-04 00:00:00,11,146,,,,,,,,,,,,
193757,0dcc80dc-08cd-4808-b6b6-3ecfb9097398,,,,,,F,,C,2018-09-01 00:00:00,9,140,6,3,,,,,,2,,,,
204545,34fc1164-96c2-447c-b832-b6103f84f0bf,,,,,,M,,C,2019-09-04 00:00:00,11,142,,,,,,,,,,,,
144597,b39d3514-df0b-489a-b0cf-5bb497f13443,,,,,,F,,Leaver,2017-09-06 00:00:00,7,141,10,,,,,,,,,,,
130850,ac71addb-2924-4f9b-a4b8-b20122fb7d0f,,,,,,M,,C,2016-09-01 00:00:00,10,135,,2,,,,,,,,,,
171037,27032ece-13be-4934-9145-faac7190f7c2,,,,,,F,,C,2019-09-04 00:00:00,8,136,6,,,,,,,4,,,,
141070,09c4f2d3-caa5-4a1a-bde0-390337a0353a,,,,,,M,,C,2019-09-03 00:00:00,9,124,5,1,,,,,,,,,,
193312,0880b4cd-597d-4fff-a356-6e81f5bb94e5,,,,,,F,,C,2018-09-06 00:00:00,Leaver,136,1,,,,,,,,,,4,
217272,5adbaf6b-b45e-4e6e-bf82-04dab58e51e2,,,,,,M,,C,2016-09-05 00:00:00,7,145,11,2,,,,,,3,,,,
147497,3acbd301-3e32-4c26-bf40-4492e004f6eb,,,,,,F,,C,2016-09-05 00:00:00,8,143,,,,,,,,,,,,
216259,2abbe7f6-b50c-49fa-9510-a3d7935686e8,,,,,,M,,C,2015-11-23 00:00:00,9,122,12,,,,,,,,,,,
209172,32eb6827-85e0-4ba7-b6ef-ec3049c94495,,,,,,F,,C,2017-09-06 00:00:00,10,146,10,1,,,,,,,,,,
210513,2afef5c7-c899-4c23-adb3-2c4bfa34e4ae,,,,,,M,,C,2017-09-04 00:00:00,11,127,3,2,,,,,,,,,,
197742,3e7360c2-e4dd-4f7c-92cb-a90e65773069,,,,,,F,,C,2018-09-07 00:00:00,9,133,11,2,,,,,,1,,,,
154810,2e2ea6f5-edca-4409-8671-87367f921f0e,,,,,,F,,C,2018-09-06 00:00:00,7,132,13,1,,,,,,3,,,7,
94483,5c62a5a9-c63d-4f94-98b4-b2a7179b7fa1,,,,,,M,,C,2018-09-05 00:00:00,7,127,7,1,,,,,,,,,,
217457,b9dc65cb-630a-46e2-920e-7b6c5db7504e,,,,,,F,,C,2018-09-07 00:00:00,10,140,8,,,,,,,,,,,
112957,f6f42a54-6616-4931-b733-ef71c91a2f7f,,,,,,F,,C,2019-09-02 00:00:00,11,127,6,1,,,,,,,,,,
162789,c25c4e3b-99e5-4ac3-9d45-b4f5b1a13573,,,,,,M,,C,2017-09-06 00:00:00,7,130,,1,,,,,,,,,,
217486,a5a5815e-bd46-47f8-88b3-be40a9feb9fa,,,,,,F,,C,2016-09-05 00:00:00,10,133,8,,,,,,,,,,,
129666,f77cc985-b29d-49a5-817c-3206085180dd,,,,,,F,,C,2019-09-05 00:00:00,9,131,9,2,,,,,,2,,,,
146103,f497248b-adbc-4083-b30c-9942a2c36a37,,,,,,F,,C,2019-09-04 00:00:00,7,139,6,,,,,,,6,,,,
255683,e03c8fc8-640f-4097-8eed-7f1084da4740,,,,,,M,,C,2019-09-03 00:00:00,9,146,9,1,,,,,,,,,,
151299,0deda79e-4a0e-4331-8f60-9a15d53ea635,,,,,,M,,C,2019-07-08 00:00:00,8,134,7,,,,,,,,,,,
188572,43d56a8e-8edb-4e3d-9c4b-3b3fcba19a77,,,,,,M,,C,2017-09-06 00:00:00,10,112,,,,,,,,,,,3,
181476,59d1c0c6-0e25-4c44-af0b-bc06b9a7fdb5,,,,,,F,,C,2016-09-05 00:00:00,9,146,5,,,,,,,,,,,
239582,d1597a35-8efb-4c62-a859-8806cb65c2cd,,,,,,F,,C,2017-09-04 00:00:00,8,126,,,,,,,,,,,,
228900,03175128-e932-435e-b230-2bf6084986fd,,,,,,M,,C,2019-09-04 00:00:00,9,146,6,2,,,,,,3,,,,
187970,bea962c4-8925-47a9-80d8-011668e49b27,,,,,,M,,C,2019-09-03 00:00:00,9,140,7,,,,,,,3,,,,
142854,195adb1a-0979-4ee7-b82b-0b05b1c66d2a,,,,,,F,,C,2017-09-04 00:00:00,8,103,7,,,,,,,3,,,,
249940,992e7210-defb-494a-89b4-82958d27202e,,,,,,M,,C,2018-09-04 00:00:00,8,142,8,3,,,,,,,,,,
142114,751a748d-3e73-41d8-8842-316a53b310d7,,,,,,F,,C,2015-09-01 00:00:00,11,131,,1,,,,,,,,,5,
179002,a36a2352-d738-41bd-8012-5e46a32fece9,,,,,,F,,C,2017-09-06 00:00:00,8,125,6,,,,,,,3,,,,
244795,b60d2b53-1f08-4c9d-9a06-e3122041e44e,,,,,,F,,Leaver,2019-09-05 00:00:00,7,145,9,3,,,,,,,,,,
171250,c083234b-0520-49b1-a585-ecbb727e5c69,,,,,,F,,C,2015-09-01 00:00:00,11,130,,,,,,,,,,,,
170980,59dba283-3cb4-4b21-9820-7543283b3e56,,,,,,M,,C,2016-04-26 00:00:00,11,133,,,,,,,,,,,,
211969,e6a00556-ba84-4409-a85f-2c6ce3ac657a,,,,,,M,,C,2015-09-03 00:00:00,10,141,5,1,,,,,,,,,,
231920,1ebf9832-f4c1-43e6-a831-d7b4b86637eb,,,,,,F,,C,2017-09-05 00:00:00,11,144,10,,,,,,,2,,,,
196906,f4acf6cd-4750-46cd-95e4-f48de9c851cb,,,,,,F,,Leaver,2018-09-07 00:00:00,10,132,,2,,,,,,,,,,
157004,207a315b-a7fb-447d-8de0-12d46627bfc0,,,,,,M,,C,2019-01-08 00:00:00,7,127,3,,,,,,,,,,,
196393,7e07d5cc-31e5-4137-8424-9592b097720c,,,,,,F,,C,2019-09-03 00:00:00,11,118,8,,,,,,,4,,,,
224782,979727e0-b38f-465a-b8d5-2cc32a960fbf,,,,,,M,,C,2019-09-05 00:00:00,12,145,,,,,,,,4,,,,
236926,df0e0eff-591d-4bfa-b3f3-61738621901b,,,,,,M,,C,2016-09-01 00:00:00,8,135,5,,,,,,,,,,,
155969,f77a2bad-a014-4cae-a878-621cd44ce907,,,,,,F,,C,2016-09-05 00:00:00,11,126,5,1,,,,,,6,,,,
203943,5f2a143a-3317-49ec-b330-6ac5c34b28c7,,,,,,F,,C,2017-02-27 00:00:00,9,129,4,1,,,,,,,,,,
204318,5fd9b038-9c88-4104-9642-0e785f4b3ab1,,,,,,F,,C,2015-09-04 00:00:00,11,142,,,,,,,,,,,,
158380,02d3eb6a-9a64-47c6-b747-6351a05f4369,,,,,,F,,C,2015-01-12 00:00:00,10,136,,,,,,,,2,,,,
146499,f8dc400c-0b3c-45cc-be16-48aaaa6a7722,,,,,,F,,C,2015-09-04 00:00:00,11,118,3,,,,,,,,,,2,
194031,09a13ff1-6e72-4ecf-bb75-5232df746b02,,,,,,F,,Leaver,2019-09-05 00:00:00,8,129,15,1,,,,,,,,,,
172709,db20cf6c-3020-43eb-b5e5-fcfbf21bf2e6,,,,,,F,,C,2017-09-06 00:00:00,7,131,8,,,,,,,,,,,
169244,ac389a02-8dd1-4520-8146-9c3cc7b12835,,,,,,F,,C,2016-09-05 00:00:00,10,110,9,1,,,,,,,,,,
198678,b0b94627-5f12-4662-b6e1-891de7cc5b59,,,,,,F,,C,2019-09-04 00:00:00,7,142,11,,,,,,,,,,,
159447,f927b8ff-1b73-4514-b86c-249de502eaaa,,,,,,F,,Leaver,2015-09-04 00:00:00,11,144,,,,,,,,,,,,
213347,5bb52410-1430-45a1-9b8f-6b25441f52b1,,,,,,M,,C,2015-09-03 00:00:00,7,139,6,,,,,,,,,,,
160535,acd1381a-7189-4cbd-b09e-36ad86455327,,,,,,F,,C,2019-09-04 00:00:00,10,127,4,,,,,,,2,,,6,
224683,5f4322de-3ac4-4b96-828d-d88732010786,,,,,,F,,C,2017-09-04 00:00:00,7,142,14,,,,,,,,,,7,
173971,a7b5c6ed-f601-4dce-a44a-f6014e0a33fb,,,,,,F,,Leaver,2015-09-01 00:00:00,10,121,4,3,,,,,,,,,,
190456,1253bd35-9b30-498a-ae75-db8fe5f6df02,,,,,,M,,Leaver,2018-09-06 00:00:00,7,125,,,,,,,,4,,,,
161378,ef05f95e-0513-421c-ad96-38a673fa6199,,,,,,F,,C,2019-09-02 00:00:00,8,130,,,,,,,,4,,,,
245441,b8ee9f94-64bd-4044-a503-b013151d8c10,,,,,,M,,C,2015-09-03 00:00:00,10,132,,,,,,,,,,,,
272588,5af824d7-0505-4de4-8bb4-143f2857908c,,,,,,M,,C,2017-09-04 00:00:00,9,143,,,,,,,,,,,,
257792,be968721-6691-4a5e-921e-6fd1cbb6b671,,,,,,M,,C,2019-09-01 00:00:00,9,139,14,,,,,,,2,,,5,
180442,314731d3-32ee-48b7-8561-7a21d9f5715c,,,,,,M,,C,2013-09-09 00:00:00,8,138,7,2,,,,,,,,,,
240970,681e0f3a-d034-44b4-b28c-26dd3715fc06,,,,,,M,,C,2015-09-04 00:00:00,8,141,6,2,,,,,,,,,,
182036,4e25800e-12c0-4876-acb6-9bf64b7e5469,,,,,,F,,C,2018-09-05 00:00:00,7,135,,,,,,,,3,,,,
193878,f2d37581-4dc5-420b-a430-f64ab9618add,,,,,,F,,Leaver,2016-09-05 00:00:00,8,135,,,,,,,,,,,,
142971,28a5d572-0dda-41e2-8f23-5a8b243b5156,,,,,,M,,C,2015-09-03 00:00:00,8,123,1,,,,,,,,,,,
201416,e3e11b48-33e3-4f2a-b74b-5aa0c1a85006,,,,,,M,,C,2017-09-06 00:00:00,9,128,10,1,,,,,,4,,,,
169649,4291cb35-6079-46eb-bcad-d12805bf567f,,,,,,F,,C,2015-09-04 00:00:00,8,115,,2,,,,,,,,,3,
137783,c60244e7-90e7-4807-92be-8809852c8dcc,,,,,,M,,C,2017-09-06 00:00:00,11,118,8,2,,,,,,,,,,
237086,69c238fe-dfdc-4e8d-b66c-537d71ef0eaf,,,,,,M,,C,2019-05-15 00:00:00,10,142,,,,,,,,,,,,
180035,526ea1f1-977a-4664-ad62-02e83fafaa8a,,,,,,F,,C,2015-09-01 00:00:00,9,132,,,,,,,,,,,,
224122,6986d023-b94c-4f05-b168-c276c79cd4a4,,,,,,F,,C,2019-09-05 00:00:00,7,142,4,,,,,,,2,,,,
217722,3bb4cddd-c9a2-48bc-9377-8a463e9ed431,,,,,,M,,C,2016-09-01 00:00:00,7,142,,1,,,,,,,,,,
233058,9e0bcf48-30d4-44ef-97f7-3c61b499a881,,,,,,M,,C,2018-09-03 00:00:00,8,136,,,,,,,,,,,,
235942,ebdb2299-2fd9-4ea6-aeda-a6aa941a8031,,,,,,F,,C,2018-09-04 00:00:00,9,144,5,,,,,,,,,,,
188055,a6728f44-c1ef-4b27-80f5-0fce15a78a67,,,,,,M,,C,2016-09-05 00:00:00,10,141,,,,,,,,4,,,,
214028,e4f122cc-250c-4c10-93bc-f6e9762f342a,,,,,,M,,C,2019-09-03 00:00:00,10,139,,1,,,,,,3,,,,
185154,f257d700-c114-4367-9aaf-58eb557116ed,,,,,,F,,Leaver,2016-09-01 00:00:00,Leaver,143,15,,,,,,,,,,,
192406,bd6187d8-5fad-4306-be77-9a35b56b51df,,,,,,M,,C,2018-09-04 00:00:00,10,137,6,1,,,,,,,,,,
161139,e487f9e8-583c-4fb7-9d2c-02128d75f500,,,,,,F,,C,2018-09-03 00:00:00,11,138,7,2,,,,,,,,,,
230637,b7e1f8c6-a174-4048-9642-6629fec7b3a5,,,,,,M,,Leaver,2018-09-04 00:00:00,7,128,6,2,,,,,,,,,,
206725,50962ff1-3258-485c-92b7-6067585de3c6,,,,,,F,,C,2018-09-05 00:00:00,9,137,10,,,,,,,,,,,
184689,786f847f-f7b3-47c4-9d3f-3e8c2c60567f,,,,,,M,,C,2019-09-03 00:00:00,9,117,,,,,,,,3,,,,
244637,2bf91354-8199-4c43-a47c-53f014660ed2,,,,,,M,,C,2019-09-04 00:00:00,11,140,4,,,,,,,,,,,
138367,cc40a651-c293-422f-aa2d-7890999075fb,,,,,,M,,C,2018-09-07 00:00:00,7,137,,,,,,,,3,,,6,
106636,317c7140-84ef-4002-8fb8-e152e3f2efaa,,,,,,F,,C,2019-09-04 00:00:00,8,89,7,2,,,,,,3,,,,
143497,d28ed501-e2e7-4cb5-a3b4-4d78ee7f176e,,,,,,F,,C,2016-11-25 00:00:00,Leaver,119,,3,,,,,,4,,,,
184942,845db61a-4a4a-485c-9711-9bf0e4a810bd,,,,,,M,,C,2019-09-23 00:00:00,8,136,,2,,,,,,,,,,
127316,7614f85a-d299-4961-9050-e98dc995c9b4,,,,,,M,,C,2018-09-06 00:00:00,7,133,,,,,,,,,,,,
232699,98338670-8ad8-4bbf-a7a8-3b20d89f2f8f,,,,,,F,,C,2018-09-05 00:00:00,Leaver,130,,,,,,,,,,,,
178570,f61a32c8-9ace-488f-bb13-cb6d1a4ff985,,,,,,M,,C,2017-09-06 00:00:00,9,144,4,,,,,,,,,,,
154090,e2e58e87-14cc-4c1d-ab34-67f7659030de,,,,,,M,,C,2019-09-04 00:00:00,7,145,10,,,,,,,,,,,
209567,c3acbc7a-2ec4-492a-8864-b3877cbacbbf,,,,,,M,,C,2016-09-05 00:00:00,9,141,8,1,,,,,,3,,,7,
222762,369f38cf-2863-4033-86a9-865d99f24cda,,,,,,M,,C,2018-09-06 00:00:00,11,133,10,,,,,,,,,,6,
221323,45d91f92-a9a9-4271-b304-f2324fb6f597,,,,,,F,,C,2017-09-06 00:00:00,9,134,,1,,,,,,,,,,
140975,d5e58024-0606-479e-a5c8-6c8aa49a5995,,,,,,M,,C,2017-09-06 00:00:00,8,120,2,,,,,,,4,,,7,
158535,380c3a8a-7fb9-4153-b80b-4b35280d4f26,,,,,,M,,C,2018-09-04 00:00:00,10,140,15,1,,,,,,,,,,
183739,14e939d3-18be-49a1-b228-dc48c305b542,,,,,,M,,C,2016-09-05 00:00:00,8,146,11,,,,,,,,,,,
199481,ea671695-7107-4244-bad6-045eebc6f8e1,,,,,,M,,C,2015-09-01 00:00:00,Leaver,144,13,1,,,,,,,,,,
193331,74fc8240-28a3-4c72-b834-fc60bc66c098,,,,,,M,,C,2019-09-02 00:00:00,8,141,4,,,,,,,4,,,,
126998,89f22cb8-686e-4532-a93a-2eddfc0a4a9f,,,,,,F,,C,2018-09-05 00:00:00,10,126,,2,,,,,,3,,,4,
150541,be4671b0-e8cf-4087-bc5a-e7608bb1c2c8,,,,,,F,,C,2019-09-04 00:00:00,7,130,9,,,,,,,,,,2,
220433,31129a84-694f-4cff-b9e8-90784311f88c,,,,,,M,,Leaver,2019-05-02 00:00:00,7,125,6,,,,,,,,,,3,
218588,a61e3e19-34c3-460e-bf2a-8c57a6314755,,,,,,M,,Leaver,2019-01-03 00:00:00,Leaver,141,,,,,,,,,,,,
181978,c8773419-cf42-4ea1-b61f-a282b1d85d0b,,,,,,M,,C,2015-09-03 00:00:00,7,143,6,,,,,,,,,,8,
142030,1d34fa35-61d5-4968-b004-60d78b332533,,,,,,F,,C,2018-09-05 00:00:00,9,123,3,,,,,,,3,,,,
171758,233697a9-0512-4797-809f-30fb0754b53b,,,,,,M,,C,2018-09-06 00:00:00,10,117,11,2,,,,,,,,,7,
136077,ff0c293d-c736-48c9-b028-6272d973456d,,,,,,M,,Leaver,2015-09-03 00:00:00,12,129,9,2,,,,,,2,,,6,
117361,2c4494e1-b378-46cc-aafc-238cb5637d6f,,,,,,M,,C,2019-09-04 00:00:00,11,110,5,,,,,,,,,,,
223486,60668cb5-dd02-417b-b797-5c1b86619dab,,,,,,F,,C,2015-09-01 00:00:00,10,113,,2,,,,,,4,,,,
189126,f0151f1b-232b-4ea9-b0e4-810d430ac453,,,,,,F,,C,2015-09-01 00:00:00,7,127,,,,,,,,,,,,
201784,35d068d3-08b7-4c68-a1e5-05b7b879677f,,,,,,F,,C,2015-09-04 00:00:00,9,139,,,,,,,,,,,4,
137421,d6fcdbfd-d9c0-43f6-9077-fddc16ab6455,,,,,,M,,C,2018-09-05 00:00:00,7,130,6,,,,,,,3,,,6,
186412,923368ce-a964-493e-a3d4-e3705994dcca,,,,,,F,,C,2017-09-01 00:00:00,7,128,4,2,,,,,,,,,,
212442,e620f003-7fe0-4751-8bb8-eb76b6ce4392,,,,,,M,,C,2019-09-04 00:00:00,8,144,3,,,,,,,,,,,
199391,ffd5d9bb-69f1-4cad-af54-bcce06b1a9f3,,,,,,F,,C,2017-09-06 00:00:00,7,135,4,2,,,,,,4,,,,
173110,1033d0af-5023-46e3-95e3-6d67abf256eb,,,,,,M,,C,2019-09-04 00:00:00,10,145,14,2,,,,,,,,,,
138240,3296d945-33d2-48e2-a6d0-6bb63425b765,,,,,,F,,C,2019-09-04 00:00:00,9,129,,3,,,,,,,,,,
171602,59923981-e2e0-45c0-a6f4-eb7e14eaa516,,,,,,M,,C,2019-11-22 00:00:00,Leaver,135,10,2,,,,,,4,,,,
137464,cfab007a-4e5a-4e3e-8873-f6c3b7777bed,,,,,,F,,C,2016-09-05 00:00:00,9,114,,,,,,,,,,,,
227538,2404ee90-88bd-4194-8285-46c9c9253faf,,,,,,F,,C,2017-09-05 00:00:00,Leaver,120,,1,,,,,,,,,,
235512,b3395730-5ba7-46f0-8579-a0770b2da7d5,,,,,,F,,C,2015-09-03 00:00:00,11,146,19,1,,,,,,,,,,
190189,1e6c2bfd-a1db-4fb7-b594-4b09a945d38b,,,,,,F,,Leaver,2015-09-01 00:00:00,10,123,,1,,,,,,,,,,
136564,66b32571-ba66-41a6-950d-301d2e52801c,,,,,,F,,C,2019-09-04 00:00:00,11,135,12,1,,,,,,,,,,
203333,b43026da-9c78-4acc-90bf-bfd4c0e21ac3,,,,,,F,,C,2019-09-03 00:00:00,9,142,13,2,,,,,,,,,,
188201,7850ef38-89ab-4e06-b304-228ae1d3e86f,,,,,,F,,C,2018-09-25 00:00:00,Leaver,129,5,2,,,,,,,,,,
195830,072b5a28-16a6-4001-b7aa-9edc7df36237,,,,,,F,,C,2019-09-04 00:00:00,9,131,,,,,,,,,,,,
143258,b783d89f-63c4-4197-86bf-c3854c7fbbf6,,,,,,M,,Leaver,2019-09-02 00:00:00,7,113,10,,,,,,,,,,,
259687,da42ab1d-ad53-4933-a825-8d5ee7931ec7,,,,,,M,,Leaver,2016-09-05 00:00:00,8,137,,,,,,,,,,,,
179553,326a8c5d-e24b-4e31-8132-eda8cfe06931,,,,,,F,,C,2019-09-04 00:00:00,11,126,5,,,,,,,4,,,,
195779,c51ada2b-64bc-4c37-9332-ca49a101571f,,,,,,M,,C,2015-09-01 00:00:00,7,140,,,,,,,,,,,,
181239,233697a9-0512-4797-809f-30fb0754b53b,,,,,,M,,Leaver,2018-09-07 00:00:00,9,135,11,,,,,,,2,,,,
145075,19e7c55f-a97a-440f-b549-c3fdbb8dcb3a,,,,,,F,,Leaver,2016-09-05 00:00:00,8,126,,3,,,,,,,,,,
208718,0372f0bb-4804-4a05-9cfe-bdd39e4fc5df,,,,,,M,,C,2015-09-03 00:00:00,9,140,,,,,,,,,,,,
180960,a0891af6-c608-48d1-a16a-421b942337eb,,,,,,F,,Leaver,2019-09-04 00:00:00,11,130,9,2,,,,,,,,,,
179764,82fd74b2-3556-452a-8bd4-bdcbb26d4bbc,,,,,,F,,C,2019-09-03 00:00:00,7,142,8,,,,,,,,,,,
243472,f267b89a-7e9f-41b4-847a-11b0e844ef0a,,,,,,F,,C,2015-09-01 00:00:00,10,145,,,,,,,,,,,,
232067,fcbaeb78-bf41-41bd-8db0-f33cc7e02cd4,,,,,,F,,C,2018-06-18 00:00:00,9,136,,,,,,,,,,,,
149012,ea671695-7107-4244-bad6-045eebc6f8e1,,,,,,F,,C,2018-10-16 00:00:00,10,134,,,,,,,,,,,,
162486,6184f578-a825-4f34-b92f-374135857777,,,,,,M,,C,2018-09-07 00:00:00,8,135,,1,,,,,,,,,,
209596,f5d012a6-a58e-4201-89e1-b5b96b1c6959,,,,,,M,,C,2018-09-25 00:00:00,8,138,4,,,,,,,,,,,
180770,51219038-f52c-45ca-afe7-67d09f02d815,,,,,,F,,C,2018-09-06 00:00:00,10,136,5,1,,,,,,,,,,
222137,0fc936f0-4f7e-40b4-878c-51311399e3f2,,,,,,M,,C,2018-06-19 00:00:00,10,144,,1,,,,,,4,,,4,
178391,16f4d2f3-1c3f-4746-a296-e982f8a77782,,,,,,M,,Leaver,2015-09-02 00:00:00,11,134,4,3,,,,,,,,,,
200365,5fc84996-3e65-4a67-9e8e-e87dd794baf6,,,,,,M,,C,2019-09-04 00:00:00,10,133,,,,,,,,,,,,
177678,7d843c59-a8cf-46d3-8f86-d5b3a58bd2c0,,,,,,M,,C,2015-09-01 00:00:00,9,142,10,,,,,,,,,,,
226139,59865588-e0f3-454c-9831-df841da7bfd5,,,,,,F,,C,2017-09-06 00:00:00,7,143,,,,,,,,,,,3,
169884,c248b7dc-21e8-4340-bb38-34ca0983ed73,,,,,,M,,C,2019-09-04 00:00:00,9,119,4,2,,,,,,,,,,
217056,e8112f2a-187f-4ecb-b29c-4e8bb76fa7e2,,,,,,F,,C,2016-09-01 00:00:00,Leaver,144,,,,,,,,,,,,
196616,e43459b2-d3ce-4b07-9743-bbcebe57c94c,,,,,,M,,C,2016-09-01 00:00:00,7,122,,,,,,,,,,,,
199186,a2f30ccd-c435-4903-95c2-a4713b7263db,,,,,,M,,C,2015-09-01 00:00:00,9,139,,,,,,,,,,,,
168547,6c752b30-3def-45c1-9152-d8d4f7e3a880,,,,,,F,,C,2017-09-06 00:00:00,8,134,,,,,,,,,,,,
155683,ba838986-f2ab-4f83-a7d9-a9862659465d,,,,,,F,,C,2018-09-06 00:00:00,11,130,,2,,,,,,,,,,
159525,b375a47e-7183-44bd-8da5-b2517468885b,,,,,,M,,C,2018-09-07 00:00:00,10,146,,,,,,,,,,,,
132285,ca869a14-1b9a-4f1a-8c00-a5dfae0bb039,,,,,,M,,C,2016-09-05 00:00:00,7,123,,,,,,,,2,,,,
183617,9616165b-020b-40fa-900f-645096f8e9df,,,,,,M,,C,2019-09-04 00:00:00,8,138,4,,,,,,,4,,,,
166765,bed1ef9b-df83-4c18-a707-4bd429942e97,,,,,,M,,C,2019-05-15 00:00:00,11,119,,3,,,,,,,,,,
