Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_F,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
139918,798f117d-38a8-4cbf-9afb-57cdf88972f4,,,,,,M,,Leaver,2010-09-01 12:00:00,10,99,4,0,3,0,0,20,1,0,0,0,4,2,0,0,0
165432,9d01ba13-4571-45f4-a3fd-73ce750a1b45,,,,,,F,,Leaver,2013-09-04 12:00:00,10,129,1,0,7,1,0,10,1,1,0,1,2,1,0,2,0
158229,703e8219-97c4-4958-b881-164d1107f2b6,,,,,,F,,C,2010-09-02 12:00:00,12,132,1,0,4,1,0,29,1,1,0,0,2,3,0,6,0
234322,6b261901-89ca-4da3-a37d-707b848bb580,,,,,,M,,C,2012-09-04 12:00:00,11,127,1,0,10,0,0,7,0,0,0,2,3,2,1,4,0
186212,b0adad68-2c6f-4e1f-8413-dfa325c11219,,,,,,M,,C,2011-09-07 12:00:00,8,123,3,0,3,0,0,28,0,1,0,0,0,1,0,1,0
218255,44b0732c-9022-4557-a9f1-e4a14842b037,,,,,,M,,C,2013-09-01 12:00:00,10,124,8,0,2,0,0,10,0,1,0,0,1,0,0,3,0
138367,41163850-2db0-4e7d-bc2c-7b4ea5aecb74,,,,,,F,,C,2013-09-05 12:00:00,12,69,2,0,7,1,0,47,0,1,0,2,8,0,0,0,0
163117,db562f14-52e1-4c9e-b930-163849dfc7b9,,,,,,F,,C,2013-09-05 12:00:00,12,124,3,0,5,1,0,17,1,0,0,1,2,0,0,2,0
185015,387040ca-bd30-4641-8609-1feaaae2e582,,,,,,M,,C,2009-09-03 12:00:00,8,131,2,0,1,0,0,30,1,2,0,1,3,1,0,3,0
212068,4cfa71cd-40a5-4be4-85c1-20d348f290fb,,,,,,M,,Leaver,2009-09-01 12:00:00,12,104,1,0,4,2,0,25,1,1,0,1,5,0,0,3,0
202026,65ca8d1f-4921-41bc-9264-d133f6eb547e,,,,,,F,,M,2013-09-01 12:00:00,9,120,3,0,5,0,0,19,2,0,0,1,2,1,0,5,0
192954,04f9e0d3-17ee-4b91-9377-6861783e2792,,,,,,F,,C,2013-09-04 12:00:00,7,127,6,0,0,1,0,7,1,2,0,2,1,0,0,7,0
210415,9f46dd21-bc98-4235-b421-c1ac29279725,,,,,,F,,C,2011-09-05 12:00:00,Leaver,63,6,0,4,1,0,4,0,1,0,0,4,1,1,2,0
133581,d01c00b8-30c7-46a9-a2f0-c53136100424,,,,,,M,,C,2009-09-03 12:00:00,11,131,3,0,2,1,0,4,2,0,0,1,0,1,1,6,0
232538,6ac7fb35-5632-4364-8c46-8a9a7ac0377f,,,,,,F,,C,2013-09-05 12:00:00,10,121,1,0,5,0,0,8,0,1,0,0,1,2,0,2,0
236158,1cca041f-664b-4be7-a0b7-1e5513242f1f,,,,,,F,,F,2011-09-07 12:00:00,8,90,3,0,3,0,0,18,2,0,0,1,4,0,0,4,0
199129,06e04afd-af1b-4061-a91c-dec3efe94b7c,,,,,,F,,Leaver,2011-09-05 12:00:00,7,115,5,0,6,2,0,4,0,1,0,0,1,3,0,6,0
196263,99074aa9-02d0-4267-b035-4f24e2589d79,,,,,,F,,C,2011-09-02 12:00:00,11,123,5,0,4,0,0,5,2,1,0,0,1,3,0,2,0
195043,295af676-62d8-401b-a3d6-a1d7672852d9,,,,,,F,,C,2011-09-05 12:00:00,11,133,7,0,6,0,0,7,1,1,0,4,0,2,0,7,0
242064,0508505d-8822-41a9-98d8-c8a0eb11c4cf,,,,,,M,,C,2013-09-02 12:00:00,8,121,4,0,4,1,0,32,1,1,0,1,3,0,0,3,0
185384,4ff1057d-b24b-43c1-9403-0eae3a9adca2,,,,,,F,,C,2010-09-02 12:00:00,9,112,1,0,4,0,0,16,1,1,0,0,1,1,0,2,0
229230,0bd07623-9025-42be-89ee-ba72624a197c,,,,,,M,,Leaver,2011-09-06 12:00:00,10,110,2,0,6,1,0,7,1,0,0,4,2,0,0,6,0
172724,ebd4c5cb-427d-49f5-85f6-61ad6b375d4e,,,,,,F,,C,2013-09-05 12:00:00,12,131,3,0,6,1,0,10,0,0,0,2,5,1,1,6,0
177477,9b3b25a7-bb76-4670-ac07-71ded6c525c9,,,,,,F,,C,2013-09-01 12:00:00,10,107,1,0,2,1,0,7,1,1,0,1,1,5,0,1,0
180115,fe805cdb-b617-4b36-a7bc-210992977a11,,,,,,F,,Leaver,2013-09-04 12:00:00,9,126,4,0,5,0,0,33,2,0,0,1,2,1,0,5,0
165518,d6d05d8d-f11b-457c-ba46-696ae6bee18e,,,,,,F,,C,2009-09-03 12:00:00,9,122,1,0,0,2,0,15,0,2,0,0,7,2,0,2,0
176958,054afe4f-1216-4af5-a5b4-f12db662e255,,,,,,F,,C,2009-09-03 12:00:00,11,128,0,0,5,1,0,4,0,1,0,0,0,1,0,3,0
233226,0ee68864-dfeb-4f17-8433-4bf1a32c461e,,,,,,F,,C,2011-09-06 12:00:00,12,103,1,0,2,2,0,44,1,2,0,3,4,1,0,3,0
231148,7e7396c9-7e7d-4fd3-8f3f-6d00e4583604,,,,,,M,,C,2009-09-03 12:00:00,10,92,1,0,11,0,0,7,2,1,0,0,1,0,0,1,0
193472,3164bfa6-99f8-4ec9-b9d8-976ae77012d4,,,,,,F,,C,2010-09-02 12:00:00,11,134,3,0,7,2,0,4,1,1,0,1,3,2,1,5,0
205798,9e8a062a-4fd1-43bc-b93e-ea840b8df7a4,,,,,,M,,C,2012-09-04 12:00:00,8,88,1,0,0,1,0,13,1,1,0,0,3,3,0,3,0
152501,4e525f87-684a-43e8-831f-a41ee93d60c6,,,,,,M,,C,2013-09-05 12:00:00,11,126,2,0,7,1,0,14,0,0,0,1,1,3,0,2,0
216044,4ef80de3-d742-4566-9de3-461b29dd51f4,,,,,,M,,Leaver,2010-09-01 12:00:00,Leaver,66,2,0,2,0,0,30,3,1,0,1,1,0,0,2,0
196634,d053a4c0-c0de-4564-9e77-274b56e2e9fe,,,,,,M,,C,2011-09-07 12:00:00,12,100,2,0,4,0,0,32,0,0,0,2,0,0,0,9,0
162440,e39e5ae7-b7bc-4c33-93f0-af2866070d58,,,,,,M,,C,2012-09-05 12:00:00,9,132,2,0,5,1,0,5,2,1,0,0,1,3,0,1,0
222732,811eec05-7711-4cf4-a3a8-2877c100d309,,,,,,F,,C,2014-03-25 12:00:00,9,131,8,0,9,2,0,26,0,0,0,1,1,1,1,1,0
147294,9c5cdb8f-50fd-4000-81b4-eb88fe635f3d,,,,,,F,,Leaver,2012-09-06 12:00:00,11,129,4,0,8,2,0,2,1,1,0,3,1,1,0,4,0
169337,93592d98-75f9-4efc-93a2-6ceef9057ec1,,,,,,M,,Leaver,2010-09-01 12:00:00,8,87,0,0,2,2,0,36,2,0,0,0,1,1,0,1,0
209673,304860ce-ea4b-4614-aa2b-152015650a99,,,,,,M,,C,2013-09-01 12:00:00,10,115,5,0,0,0,0,6,0,1,0,1,1,2,0,5,0
150637,071248fb-748c-4475-8a06-80af5182393e,,,,,,F,,C,2013-09-03 12:00:00,8,112,2,0,3,0,0,10,1,0,0,0,2,2,1,3,0
266124,36566b37-5185-433d-9d56-f24bfa7603a3,,,,,,M,,C,2010-09-02 12:00:00,11,128,3,0,3,1,0,2,0,1,0,1,1,0,0,8,0
153275,32441b70-e524-49d6-bda7-6e23227aaa4c,,,,,,M,,Leaver,2010-09-02 12:00:00,8,102,1,0,5,1,0,12,1,2,0,2,6,1,0,3,1
227162,f9403fb8-7ef2-487c-88d1-a684705a88a7,,,,,,M,,C,2012-09-03 12:00:00,11,132,2,0,1,0,0,0,2,2,0,0,0,2,0,8,0
167636,2e2fbed6-1db9-4691-a0f6-a6b22699e99a,,,,,,M,,C,2013-09-05 12:00:00,Leaver,70,7,0,5,1,0,22,0,1,0,1,0,1,0,0,0
248226,c5339f76-9d58-4eca-9c72-7bc2c65bd99d,,,,,,M,,C,2011-09-06 12:00:00,11,129,2,0,4,0,0,6,1,1,0,1,1,3,1,1,0
202108,ec7d5b07-5ca6-4d0e-bc07-ed74a53ff19c,,,,,,F,,C,2012-09-06 12:00:00,11,116,3,0,2,0,0,52,1,1,0,0,1,0,0,5,0
232154,ccd1a6b5-f73f-4f91-b2b6-d99edb87b37f,,,,,,M,,C,2012-10-22 12:00:00,7,121,2,0,6,1,0,2,1,1,0,3,4,3,0,3,0
193504,94c06f87-32c4-4e0d-ad6c-2eaa0ac496f7,,,,,,M,,C,2013-09-05 12:00:00,9,111,3,0,11,1,0,3,1,1,0,2,4,1,0,7,0
201935,910c6105-634e-4fd6-a065-bda49594dd9d,,,,,,F,,C,2013-09-06 12:00:00,12,91,3,0,9,1,0,21,1,0,0,0,0,0,0,0,0
232782,8db55a04-661f-44ce-b4f2-d35383ab9d93,,,,,,M,,C,2010-09-01 12:00:00,10,112,1,0,1,0,0,22,2,1,0,1,5,1,0,12,0
208724,74cfdf28-13db-4bad-b331-da99e3d44b5b,,,,,,F,,C,2012-09-06 12:00:00,10,122,5,0,4,1,0,15,1,0,0,0,2,1,0,1,0
151425,97b18bed-f388-42b5-b88b-6b51545c9804,,,,,,F,,C,2010-09-02 12:00:00,Leaver,109,0,0,5,1,0,32,0,2,0,0,2,0,0,4,0
217332,5f7091fe-3085-4b58-912f-a688193c50bf,,,,,,F,,C,2013-09-03 12:00:00,8,90,2,0,4,2,0,22,0,0,0,1,2,3,1,6,0
198938,683b9de6-14ae-4213-bad1-85f0f79f9b7c,,,,,,F,,C,2010-09-02 12:00:00,7,106,5,0,11,0,0,28,0,1,0,2,6,1,0,1,0
160211,69bd9586-20b7-4d74-94b0-9b42269eb515,,,,,,F,,C,2010-09-02 12:00:00,8,104,2,0,12,1,0,16,0,1,0,1,1,2,0,2,0
247014,a3a8d09a-23c4-4772-9f8e-5942245af485,,,,,,F,,C,2012-09-05 12:00:00,12,118,8,0,0,1,0,4,0,0,0,0,1,0,0,2,0
175012,fd941656-e9ad-41a8-8ddd-8c7243892a8d,,,,,,M,,C,2011-09-05 12:00:00,11,118,4,0,0,1,0,6,1,1,0,1,3,1,1,1,0
272270,3497cd4e-ff1d-4f19-954b-b60806f7d368,,,,,,M,,Leaver,2011-09-05 12:00:00,7,124,9,0,7,2,0,0,1,2,0,0,3,1,1,2,0
285870,f9ea68b1-d870-4a64-b979-2deaa12025eb,,,,,,F,,C,2010-09-02 12:00:00,12,120,0,0,13,1,0,4,2,1,0,1,0,2,0,3,0
202535,3346d52c-6812-4428-b5b2-a456cba90ba3,,,,,,M,,Leaver,2010-09-01 12:00:00,8,112,1,0,2,0,0,21,1,0,0,2,1,1,0,1,0
228096,ea46a596-2926-4319-b020-a5390e657dee,,,,,,F,,C,2009-09-03 12:00:00,8,128,4,0,6,1,0,31,0,1,0,0,2,1,0,0,0
284138,a18cda80-c130-438f-b9bb-18406669ef51,,,,,,M,,C,2012-09-06 12:00:00,10,120,1,0,0,1,0,32,1,0,0,5,1,1,1,6,0
187003,e6839c6d-789a-478b-a634-7a7f0fcb40f4,,,,,,F,,Leaver,2012-09-06 12:00:00,9,123,0,0,6,1,0,14,4,0,0,1,5,2,0,7,0
179273,0bf56325-476b-4323-958b-16105cfe68f5,,,,,,M,,C,2012-09-04 12:00:00,9,121,4,0,0,0,0,24,0,0,0,4,2,1,0,8,0
175748,916f8214-965e-451f-b1cb-e3d28c5cdb06,,,,,,M,,C,2011-09-07 12:00:00,11,99,6,0,5,0,0,16,0,0,0,0,2,0,1,1,0
130876,0d2d8956-ef36-4e4d-89f6-a9d233e63cb7,,,,,,F,,C,2012-09-06 12:00:00,11,90,1,0,10,2,0,2,0,0,0,2,5,0,1,6,0
203026,7c24ff1c-a98a-4268-8233-22ca8a82c6db,,,,,,F,,C,2010-09-02 12:00:00,8,134,8,0,3,0,0,14,1,0,0,0,1,4,0,2,0
200124,ad74a47d-2c99-4876-af32-ec1a0372a162,,,,,,F,,C,2011-09-05 12:00:00,8,99,9,0,2,0,0,36,1,0,0,2,1,1,0,6,0
274090,b1a0cc23-2e2f-4fcd-9c8e-b6f4e89c6335,,,,,,M,,Leaver,2009-09-03 12:00:00,10,100,5,0,0,0,0,28,3,0,0,0,6,1,1,3,0
162327,b49efa71-f04c-44bf-89fc-3aa265332905,,,,,,M,,C,2010-09-01 12:00:00,8,127,3,0,11,2,0,9,2,1,0,2,6,1,0,5,0
146572,9cc98e24-6d38-4434-a984-8e4657c5bd98,,,,,,M,,C,2012-09-04 12:00:00,11,130,6,0,2,0,0,4,1,1,0,1,3,2,1,4,0
186591,faac0117-06bc-4678-a868-f603cc09da9d,,,,,,M,,Leaver,2009-09-03 12:00:00,10,83,2,0,5,1,0,25,0,0,0,3,7,1,0,2,0
166968,bb33788b-e672-4054-a002-aa2a52f325f5,,,,,,M,,C,2013-09-04 12:00:00,10,101,7,0,5,1,0,6,1,0,0,3,2,0,1,5,0
150892,fd3f7247-ab9f-4e5a-939f-bcba25ec9f03,,,,,,M,,C,2011-09-07 12:00:00,11,123,0,0,10,0,0,6,1,1,0,1,0,1,1,4,0
192074,2ee17a93-0fc7-4b1c-8401-56a22b82248b,,,,,,F,,Leaver,2011-10-31 12:00:00,9,98,3,0,4,1,0,12,1,1,0,2,1,2,0,9,0
146140,a8f41a7d-ed5c-498c-afbc-fbbeba23e0be,,,,,,M,,C,2012-09-06 12:00:00,Leaver,90,4,0,6,0,0,16,1,0,0,1,6,3,0,4,0
257783,5f7cd490-5d2d-4ce6-8850-dddd345d7f2f,,,,,,M,,C,2013-09-05 12:00:00,12,103,0,0,3,0,0,19,1,0,0,2,5,2,0,2,0
198535,f4cfdd4a-c99b-4e94-8a3b-d641fe26247b,,,,,,M,,C,2013-09-05 12:00:00,11,133,2,0,3,1,0,1,1,0,0,1,2,1,0,9,0
260243,9839178e-53f0-47e7-b56a-ad7fd2bb106f,,,,,,F,,C,2010-09-02 12:00:00,11,111,1,0,5,3,0,13,1,1,0,1,3,2,0,4,0
164949,51451baf-44ee-4a3e-9a08-51ba6097da83,,,,,,M,,C,2009-09-01 12:00:00,10,115,1,0,2,1,0,17,0,2,0,2,5,0,0,4,0
153168,3865328a-b3a9-4382-8cd1-d3f8e68a5a6a,,,,,,M,,Leaver,2010-09-01 12:00:00,12,86,3,0,0,0,0,18,1,2,0,0,3,1,0,1,0
195058,3d364b09-b098-4575-8a25-629769e43f63,,,,,,F,,C,2009-09-01 12:00:00,10,114,6,0,0,2,0,14,2,0,0,1,5,2,0,1,0
180020,822bb6ca-3519-420c-a710-3efcd10f7596,,,,,,M,,Leaver,2013-09-05 12:00:00,8,129,2,0,3,1,0,7,0,1,0,2,1,2,1,0,0
256189,18acf8a2-66f9-4ef7-aa07-c09c83116221,,,,,,M,,C,2009-09-03 12:00:00,9,121,5,0,2,3,0,25,0,1,0,1,2,1,0,0,0
200203,0ca56c81-da1f-459f-a457-a4793c8e1f66,,,,,,M,,C,2011-09-07 12:00:00,9,115,0,0,6,1,0,10,0,0,0,2,8,2,0,5,0
146155,267730d5-1eb7-4e00-9566-0cf1a8525b4c,,,,,,F,,Leaver,2013-09-02 12:00:00,8,107,9,0,2,2,0,21,2,1,0,1,5,1,0,4,0
178606,965e1830-874e-482e-9441-786e769f3d42,,,,,,M,,C,2009-09-02 12:00:00,8,122,5,0,7,0,0,2,2,0,0,1,1,2,0,0,0
271622,10adf0b8-27be-4260-b5ab-59a7d4f8c4b0,,,,,,M,,C,2013-09-04 12:00:00,13,112,4,0,4,1,0,4,2,1,0,1,1,0,0,4,0
173737,9673e19d-5de9-445b-856e-eb04b5153e9e,,,,,,F,,C,2011-09-05 12:00:00,9,133,0,0,12,2,0,14,2,1,0,2,2,3,1,1,0
135815,73c33079-d0bb-42c3-8903-f18b330f8ee6,,,,,,M,,C,2012-09-06 12:00:00,9,98,3,0,5,1,0,9,0,0,0,1,1,2,0,5,0
173995,d047365b-7a10-4a6b-9f47-bee03a1ff71a,,,,,,M,,Leaver,2010-09-01 12:00:00,Leaver,103,1,0,5,0,0,16,1,0,0,2,1,2,0,5,0
202597,f11d0604-4d37-47eb-a64c-c08da6927c9c,,,,,,M,,Leaver,2013-09-05 12:00:00,8,94,7,0,8,1,0,10,1,0,0,2,1,1,0,4,0
235661,8aa6dc93-a68a-410d-971d-f557a586fbf3,,,,,,F,,C,2011-09-05 12:00:00,11,131,5,0,11,2,0,6,2,0,0,2,2,3,0,2,0
161381,40532d3b-173c-4057-944f-8f67ceace145,,,,,,F,,C,2009-09-01 12:00:00,8,63,10,0,10,3,0,10,0,1,0,3,3,0,0,4,0
151590,41deffef-cfe2-49d1-a8e4-11389c048e9c,,,,,,F,,C,2013-09-03 12:00:00,7,131,3,0,10,0,0,1,1,1,0,2,1,1,0,5,0
224034,e4d965f2-1068-40a5-8b8e-e780a31b1613,,,,,,M,,C,2009-09-01 12:00:00,8,130,1,0,5,1,0,8,2,1,0,3,2,2,1,4,0
270609,5ac30cc3-a60b-4393-b97f-16559b3417ec,,,,,,M,,C,2011-09-07 12:00:00,9,85,2,0,2,2,0,19,1,1,0,4,3,2,0,3,0
120876,27207086-71b9-4b9b-8719-6a325113d273,,,,,,F,,C,2012-09-05 12:00:00,9,131,4,0,6,0,0,19,1,1,0,0,4,0,0,6,0
238448,a0715021-7c9a-4bc4-adaa-c803ce7f5844,,,,,,M,,C,2012-09-04 12:00:00,7,71,5,0,2,0,0,21,1,0,0,0,3,3,0,2,0
223918,3383c958-cad9-4e91-a615-f629a4bb0040,,,,,,F,,C,2010-09-02 12:00:00,8,121,7,0,4,0,0,19,1,1,0,2,5,1,0,1,0
211293,61cb289c-5589-4e40-b752-5e9a5e6a0016,,,,,,F,,C,2011-09-01 12:00:00,10,100,2,0,4,3,0,16,0,0,0,2,2,2,0,3,0
204875,4ce77f83-23f0-4c96-9141-23a3c089325c,,,,,,M,,C,2010-09-01 12:00:00,11,106,1,0,10,0,0,5,1,1,0,0,11,2,1,2,0
179060,1e208bdd-b3a6-46c2-a735-5d5f18d507f6,,,,,,M,,Leaver,2010-09-02 12:00:00,8,113,2,0,7,1,0,45,0,1,0,1,2,1,0,3,0
174826,34ec22e6-41dd-4057-9e98-e5a21ef6531a,,,,,,F,,C,2012-09-06 12:00:00,10,126,3,0,8,1,0,21,0,1,0,1,1,2,0,0,0
217112,4efe042a-f741-47ef-ac3b-3242299064d1,,,,,,M,,C,2011-09-05 12:00:00,9,122,6,0,9,0,0,2,0,1,0,1,6,1,0,5,0
203867,c484f530-1bd7-40a0-b505-accb30c6c061,,,,,,M,,Leaver,2010-09-02 12:00:00,Leaver,93,2,0,1,0,0,16,0,1,0,2,6,0,0,1,0
201487,908be3d5-2931-4119-97ae-40a529a04066,,,,,,F,,Leaver,2013-09-02 12:00:00,10,113,0,0,4,1,0,18,1,2,0,2,1,1,0,2,0
167152,315f4f05-390f-461a-bb02-963bfa3f7812,,,,,,M,,C,2010-09-02 12:00:00,11,129,3,0,7,0,0,1,2,0,0,1,0,0,0,7,0
215370,ea875791-c429-4e08-8f81-dc8d5188f0ba,,,,,,F,,C,2013-10-02 12:00:00,8,129,3,0,1,1,0,11,0,0,0,0,0,2,0,1,0
206743,af250631-d4b4-464d-8f36-baf2b94842ec,,,,,,M,,C,2011-11-28 12:00:00,9,101,5,0,4,0,0,1,0,1,0,1,2,1,0,8,0
216395,94f88390-0b3c-4f6b-b379-b020e9cb4b0f,,,,,,M,,C,2010-02-08 12:00:00,10,88,2,0,4,1,0,4,0,1,0,1,1,1,0,6,0
186404,1276636e-fd50-48fd-b10d-ae8eaa3b429d,,,,,,F,,C,2013-09-05 12:00:00,9,127,1,0,5,2,0,39,3,1,0,1,7,0,1,2,0
174281,e3f8040a-4398-40b2-afc1-8cea6d74200d,,,,,,F,,C,2012-09-03 12:00:00,11,122,3,0,10,1,0,2,1,1,0,0,0,3,0,1,0
171342,a6b5b559-e321-4976-87fc-803a7faefbb2,,,,,,M,,Leaver,2011-09-07 12:00:00,10,114,1,0,4,1,0,36,0,0,0,3,4,1,0,10,0
174242,8ea8a607-2561-4fc4-be55-64355aea49ba,,,,,,F,,C,2012-04-01 12:00:00,8,107,1,0,7,2,0,3,0,1,0,0,4,0,0,4,0
214544,53c513d3-b047-4f40-875e-f519b4284566,,,,,,F,,C,2013-09-05 12:00:00,10,96,0,0,6,2,0,27,1,1,0,0,1,2,0,3,0
167249,af18045e-6ce3-4f40-aeb0-accdf9e1ac3e,,,,,,M,,C,2011-09-07 12:00:00,9,127,6,0,8,1,0,6,1,0,0,1,1,1,1,6,0
142867,c488a98c-5e22-4c06-a754-88711672d07c,,,,,,F,,C,2013-09-03 12:00:00,8,112,1,0,6,0,0,2,2,1,0,1,1,1,0,3,0
193776,48eac130-e005-49f9-a776-2fa0c9b79bdc,,,,,,M,,Leaver,2010-09-01 12:00:00,12,93,3,0,1,1,0,19,2,1,0,0,4,1,0,3,0
215932,0d5b7234-d12d-4308-8951-cdabc8e87724,,,,,,F,,C,2011-09-05 12:00:00,12,93,4,0,8,1,0,21,1,1,0,2,9,1,0,6,0
136137,fba16c3c-cd05-44c9-bcb5-679ed3acbe13,,,,,,M,,C,2011-09-07 12:00:00,Leaver,109,2,0,4,1,0,42,2,0,0,0,2,3,0,0,0
85459,93f4405e-eb88-40f4-b023-c9aae9fb659b,,,,,,M,,Leaver,2011-09-06 12:00:00,9,107,5,0,2,0,0,12,0,0,0,2,2,1,1,7,0
187932,26eafba2-8531-4240-a5a3-3b7962174210,,,,,,M,,C,2009-09-03 12:00:00,8,100,1,0,13,1,0,29,3,1,0,2,9,3,0,2,0
258374,182edd42-fd56-46f9-943f-721f253088b6,,,,,,F,,C,2011-09-07 12:00:00,10,117,4,0,7,0,0,33,2,0,0,2,6,3,0,2,0
197200,5c238aeb-4029-4bef-a36a-9f660300a606,,,,,,F,,C,2011-09-05 12:00:00,10,114,4,0,8,1,0,5,1,0,0,0,5,3,0,3,0
165026,2a1e5c35-e21a-47b9-a69b-d070f0e09ac4,,,,,,M,,C,2013-09-05 12:00:00,9,134,5,0,8,1,0,17,0,1,0,2,2,0,0,4,0
176313,47d497cc-c1ef-4697-898b-661b80380c81,,,,,,M,,C,2010-09-01 12:00:00,9,90,4,0,2,1,0,12,2,0,0,2,1,1,0,3,0
222984,499e1ad6-5de3-480b-9f7c-403d170b5170,,,,,,M,,C,2010-09-02 12:00:00,12,90,3,0,8,0,0,19,2,0,0,0,0,1,0,6,0
117328,3f4a7fad-d7af-4b93-93bc-5b96ca7d54e5,,,,,,M,,C,2012-09-06 12:00:00,8,80,3,0,0,1,0,6,1,0,0,1,2,1,0,1,0
157112,202f7e85-08d9-4494-ba04-e6253a9e67df,,,,,,M,,C,2010-09-02 12:00:00,12,126,2,0,5,1,0,32,1,1,0,1,4,1,0,6,0
184879,e3640f88-485b-4f89-ba8a-a25ac4aaa29a,,,,,,F,,C,2013-09-04 12:00:00,11,122,9,0,0,1,0,4,0,1,0,3,2,1,1,9,0
170162,6f480991-4e64-4010-9423-badfcea1fe5f,,,,,,F,,C,2010-09-02 12:00:00,9,128,4,0,1,1,0,8,1,0,0,1,1,0,0,0,0
143434,23d4efda-3a5b-4745-8f72-3b007fda241e,,,,,,M,,C,2010-09-02 12:00:00,9,119,8,0,5,1,0,10,3,1,0,1,2,0,1,11,0
123750,6301875f-8dc6-4cb3-9624-b6062b704ffc,,,,,,M,,C,2011-09-05 12:00:00,7,103,3,0,4,2,0,12,0,1,0,0,3,2,0,4,0
232782,b5a054b9-60b5-411c-bde7-ce03982f814a,,,,,,F,,C,2011-09-07 12:00:00,9,122,4,0,7,1,0,10,0,0,0,4,1,1,0,1,0
186424,78896fc3-9a66-49d1-89f5-44fe30c553a1,,,,,,F,,C,2012-09-06 12:00:00,10,64,1,0,2,0,0,27,0,1,0,1,0,2,0,3,0
156808,83420c05-0dd1-4346-b9d4-d5a93e149032,,,,,,M,,Leaver,2012-09-04 12:00:00,12,115,2,0,4,0,0,25,0,1,0,1,5,1,0,4,0
164222,84d7fb94-eba6-4697-93c8-71d7525aed93,,,,,,M,,C,2013-09-04 12:00:00,9,131,0,0,5,1,0,8,1,0,0,1,5,0,1,1,0
231453,11e676a5-7822-4d19-af80-58423ad89cb5,,,,,,M,,C,2012-09-04 12:00:00,10,119,7,0,7,0,0,16,1,0,0,2,3,1,0,4,0
167216,62df4657-cb57-45b3-9603-fe6b65f9d95c,,,,,,M,,Leaver,2011-10-10 12:00:00,8,107,4,0,5,0,0,5,1,1,0,3,4,0,0,8,0
227163,bdc05520-02b2-4362-aeb9-5d5ef644bd8b,,,,,,F,,C,2012-09-01 12:00:00,11,113,3,0,1,1,0,3,1,1,0,1,2,1,0,2,0
204293,e5692264-7fb3-4402-b02f-90f544d14f6e,,,,,,M,,C,2011-09-06 12:00:00,Leaver,79,2,0,3,1,0,29,1,2,0,2,2,1,0,1,0
181683,40ebf965-4f2a-4ffd-aea3-2802176291af,,,,,,F,,C,2014-04-24 12:00:00,8,123,8,0,3,2,0,16,1,1,0,2,3,1,1,11,0
172659,16ee21ee-0904-4b96-a080-a453c9843577,,,,,,M,,Leaver,2010-09-01 12:00:00,12,106,1,0,11,1,0,5,2,0,0,2,2,2,0,7,0
252227,00ea3e10-6aac-44b7-be4c-819bf5d9f31d,,,,,,F,,C,2011-09-07 12:00:00,10,126,4,0,1,1,0,5,2,1,0,1,2,1,0,3,0
226184,0ba866f1-7e21-4f4b-a10c-08aa56126ed2,,,,,,F,,C,2013-09-05 12:00:00,9,101,2,0,7,2,0,15,1,1,0,2,5,0,0,0,0
190966,1b5b35ec-9748-4e5a-8a5b-3384087a1812,,,,,,M,,C,2012-09-01 12:00:00,Leaver,80,1,0,2,3,0,44,0,0,0,1,5,1,0,3,0
241152,2c7f1b4b-4fd8-495b-b562-5e028bd80a75,,,,,,F,,C,2013-09-02 12:00:00,8,119,2,0,8,1,0,32,0,0,0,1,6,1,0,4,0
204990,fd9f74ed-9aba-4411-a39c-87d301097ca6,,,,,,M,,C,2012-09-04 12:00:00,9,115,1,0,1,1,0,20,0,0,0,1,3,1,0,2,0
210429,c0258780-8a36-4126-8028-2a27ecbd787a,,,,,,M,,C,2012-09-06 12:00:00,9,134,2,0,6,0,0,8,1,1,0,1,2,0,1,5,0
200852,b771c9e4-ad62-4e6a-a69f-087354d2f7f7,,,,,,M,,C,2010-09-02 12:00:00,Leaver,121,3,0,2,1,0,67,0,1,0,4,1,2,1,9,0
182189,074596f1-5009-413b-95e6-dff063580092,,,,,,M,,C,2012-09-06 12:00:00,9,112,3,0,3,0,0,10,2,1,0,4,5,1,0,8,0
162630,7f756713-c15b-4371-9390-c7eba2ad2a75,,,,,,M,,C,2013-09-03 12:00:00,9,116,4,0,6,1,0,8,1,1,0,2,4,1,1,8,0
202901,5e2421cf-84ba-4ecc-911c-b16fdb494178,,,,,,M,,C,2013-09-05 12:00:00,11,114,6,0,9,1,0,11,1,1,0,1,1,2,0,2,0
159269,6636e514-66df-476a-b6a4-3065b297f243,,,,,,M,,C,2009-09-03 12:00:00,8,99,1,0,3,1,0,13,1,1,0,0,1,2,0,1,0
125897,095f3307-d1b6-4beb-89af-f8188dd9f37c,,,,,,M,,C,2011-09-07 12:00:00,8,113,6,0,2,1,0,34,1,0,0,0,3,3,0,1,0
187892,0a074c21-ef68-4912-9d36-ae23e9ea9027,,,,,,F,,C,2013-09-03 12:00:00,10,131,3,0,1,0,0,22,0,0,0,0,4,3,0,1,0
