Deprivation indicator - IDACI score,DfE Establishment Number,Is the pupil disadvantaged?,Is the pupil looked after?,KS2 English PS,KS2 English TA level,KS2 English level (finely graded),KS2 Mathematics TA level,KS2 Mathematics level (finely graded),KS2 Maths PS,KS2 Prior Band,SEN,UPN,KS2  ENGLISH (KS2),KS2  MATHEMATICS (KS2),KS2 APS (VA),KS2 APS cubed,KS2 APS squared,KS2 ENGLISH TA,KS2 English PS deviation,KS2 MATHEMATICS TA,KS2 Maths PS deviation,KS2 Reading PS,KS2 Reading TA level,KS2 Reading level (finely graded),KS2 mathematics (finely graded)
0,722989125,1,0,22,,4.34,4,5.83,23,3,N,5058e8f8-c2d3-423e-b598-6a43b3ccff66,,,,,,,,,,,,,
0,804362179,1,0,34,5,4.17,5,5,34,2,N,a9bd535f-e059-4f27-b2e5-f9415ca59637,,,,,,,,,,,,,
0,793117617,0,0,32,5,5.13,5,5.71,31,3,S,60b6b7a8-e913-4119-83e1-2490d87bb41c,,,,,,,,,,,,,
0,760115910,0,0,3,3,5,3,,9,4,K,4d2f041c-3964-464d-b56f-ba2ceaa95167,,,,,,,,,,,,,
0,754167074,1,0,11,5,,3,,15,4,N,223c8863-b351-48dd-9be5-da48e176bb10,,,,,,,,,,,,,
0,633564488,0,0,16,,5.29,4,5.75,15,2,N,64d714f7-f456-4440-8d71-0abc4fe6d151,,,,,,,,,,,,,
0,680150030,1,0,18,4,4.86,,5.21,22,3,N,0ee79244-b471-4d50-ac8c-22bead760f74,,,,,,,,,,,,,
0,672511625,0,0,18,4,,4,5.5,20,3,N,748c40fb-d3ba-4434-b092-78b49a288572,,,,,,,,,,,,,
0,677341414,0,0,21,4,5.45,4,5.63,22,3,N,034f1b5e-1f04-47aa-b88c-796cf1ec4c22,,,,,,,,,,,,,
0,820704473,0,0,22,4,4.62,4,4.38,21,2,N,8472cde3-7d7b-4511-9d9e-2b1f755fa5f3,,,,,,,,,,,,,
0,718275805,0,0,34,5,5.45,5,5.88,32,3,N,f5c57ca1-98c2-4fc0-afad-338a4efe6bf5,,,,,,,,,,,,,
0,768377603,0,0,12,4,3.72,4,,14,3,N,4526b935-6c0b-4df0-aec8-a891f15c21b4,,,,,,,,,,,,,
0,633689041,1,0,12,2,4.9,4,4.41,9,2,K,3c9295af-caed-492f-bb09-fc414c84b2e2,,,,,,,,,,,,,
0,774560345,0,0,27,5,5.35,5,2.5,27,3,N,cdcca6ff-d8c3-44fc-be30-bf2d6e14c63a,,,,,,,,,,,,,
0,771068822,0,0,28,5,5.45,4,5.13,27,2,N,9fb860f7-aef4-4f10-8c4a-f97ba170db83,,,,,,,,,,,,,
0,792506548,1,0,32,4,5.39,5,4.75,31,3,N,aaf0e0da-a91e-4a7b-bc9b-8f70c534fff9,,,,,,,,,,,,,
0,512798631,1,0,29,2,3.78,4,4.06,28,1,K,069d0fad-e2d3-4eb7-b1a0-19b357f518de,,,,,,,,,,,,,
0,809283271,0,0,20,,4.59,3,5.25,22,4,N,2e20b020-8ddc-42c3-8b76-37627d3acce2,,,,,,,,,,,,,
0,724500960,0,0,23,4,4.97,4,5.33,22,3,N,f4158e75-046d-4941-9bee-4ea90bcaca35,,,,,,,,,,,,,
0,801594832,0,0,30,4,4.79,4,4.59,29,2,K,52429a14-2fd3-4f43-b19d-c7a700e2638a,,,,,,,,,,,,,
0,822633847,0,0,15,4,5.32,4,5.33,13,4,N,0121413e-036d-4780-b6b2-899fd6e65842,,,,,,,,,,,,,
0,778406302,0,0,31,5,5.19,5,5.5,31,3,N,74e923f1-b9cf-4485-aa50-895688f947ba,,,,,,,,,,,,,
0,572624179,1,0,35,5,3.17,5,3.79,35,1,N,f8c5ea87-ce7e-4efb-b937-a5e48fce49c0,,,,,,,,,,,,,
0,782654589,0,0,35,5,4.62,5,5.13,35,2,N,d22de0e7-99c2-4239-b154-a017fee9129b,,,,,,,,,,,,,
0,751034004,1,0,20,W,4.14,4,4,21,2,N,affa1280-d945-4e96-9343-226fbae64b78,,,,,,,,,,,,,
0,770372420,0,0,26,5,5.35,4,5.58,26,2,N,a93de788-6ac1-46f5-b93b-2bd34d73fb03,,,,,,,,,,,,,
0,666606744,0,0,28,3,0.5,3,4.47,30,2,K,30c8cb28-d981-4f26-ba13-ced28a70620e,,,,,,,,,,,,,
0,757442407,0,0,27,4,4.59,4,4.75,24,2,K,2a389831-8490-450a-b417-83b5173dd554,,,,,,,,,,,,,
0,748058180,0,0,11,4,,3,,11,4,N,473a075a-6feb-410b-8132-ef7cee215f9a,,,,,,,,,,,,,
0,805415876,1,0,35,5,4.97,5,2.5,35,3,S,478077bd-d53a-4922-81ed-5f1614decd1d,,,,,,,,,,,,,
0,797039451,0,0,35,5,4.52,5,4.31,34,1,N,c79dc73b-b029-461c-8fbc-3e6b0bbc1c62,,,,,,,,,,,,,
0,643044381,0,0,13,3,4.41,3,5.42,17,3,N,027e24a6-9bdf-465e-a0d1-c3710fb0aa43,,,,,,,,,,,,,
0,716688493,0,0,24,4,4.1,5,4.53,28,3,N,a47f8d52-a27e-4b3c-bb7a-e9ae29296154,,,,,,,,,,,,,
0,485680750,0,0,28,4,2.5,4,4.84,31,1,K,c73cf8e1-1c9b-44c2-96b8-9237f2a18090,,,,,,,,,,,,,
0,585511767,0,0,20,4,4.9,4,5.63,15,2,N,7ebac427-5a1b-4527-8818-ec3b5cf872b3,,,,,,,,,,,,,
0,681695513,0,0,32,5,3.94,4,3.61,34,2,N,377e1444-85fb-49c1-be7c-2fcb70b82c6b,,,,,,,,,,,,,
0,742650198,0,0,24,5,5.32,4,5.08,27,3,K,2f0c6aa4-e4b1-4d5a-bde6-7a8e366ba3c1,,,,,,,,,,,,,
0,770765618,0,0,32,5,4.83,5,5.88,30,2,N,a0b647af-a2e7-4d25-b6d4-e3a2a69a7ce3,,,,,,,,,,,,,
0,757752446,0,0,35,5,4.38,5,4.84,35,2,N,1c1ed7ab-fb5c-442d-b7e5-f9fa16975b2a,,,,,,,,,,,,,
0,721736372,1,0,32,4,4.9,5,5.42,28,3,K,d8083498-4031-4378-8d35-70047335b5cb,,,,,,,,,,,,,
0,729735897,0,0,14,4,,5,,22,4,N,4b13e7bd-54a6-4602-ad3a-17565aab6400,,,,,,,,,,,,,
0,780475512,0,0,30,5,5.81,4,4.63,28,2,N,ab6c8384-324f-43f9-b91a-d872e968a2a1,,,,,,,,,,,,,
0,721276511,0,0,30,4,5.45,5,4.59,30,2,N,75138074-fc10-47fa-a583-21867d4f1957,,,,,,,,,,,,,
0,672690188,0,0,25,4,4.41,3,5.33,25,3,N,e6a0a986-f79f-46b8-9bb5-e60677f35499,,,,,,,,,,,,,
0,811159386,0,0,32,5,4,5,3.82,33,2,K,a51f11a7-e096-4661-bc7f-0ad2e21a798a,,,,,,,,,,,,,
0,637176763,0,0,29,5,5.26,4,5.75,31,3,N,d2ea8e05-e7ec-4806-a896-fc48525af544,,,,,,,,,,,,,
0,517586614,0,0,12,3,5.1,4,5.38,10,3,K,d1e920bb-1a40-4341-aa8a-b740cdb38df3,,,,,,,,,,,,,
0,815949961,1,0,23,5,5.23,5,2.5,24,4,N,ae8109d3-b7b9-4f5b-9a4f-9fe4b8c86201,,,,,,,,,,,,,
0,784473862,0,0,19,5,5.06,3,5.79,14,4,N,22ba4c99-9707-41e8-a7d1-3361ad9b0abb,,,,,,,,,,,,,
0,754706917,0,0,25,4,5.48,,5.04,22,2,N,7245d8a0-0aeb-4f18-a5d3-24f30df8c34f,,,,,,,,,,,,,
0,778828884,0,0,12,4,5.32,5,,17,3,K,f9c3e843-8c31-4aa0-b381-979fd0538f34,,,,,,,,,,,,,
0,665588256,0,0,26,3,5.45,4,5.83,26,3,N,9ea74b0b-1c7f-4b7f-afda-de0d14cb3823,,,,,,,,,,,,,
0,800314021,0,0,27,4,3.22,,3.43,22,1,N,1e67d0b8-aca4-433c-91bc-12d122740486,,,,,,,,,,,,,
0,605056405,0,0,31,5,5.26,5,5.46,31,2,K,ed975880-9fcf-43f4-81d7-8d168752eda2,,,,,,,,,,,,,
0,599377177,0,0,24,4,4.48,3,5.88,24,2,N,aa81afdc-5635-4f39-9bee-eccee5150cf1,,,,,,,,,,,,,
0,798008205,1,0,34,5,4.24,5,4.75,34,1,N,6393b588-9560-465e-9917-96d38491c1d0,,,,,,,,,,,,,
0,569713749,1,0,35,5,4.93,5,5.25,34,1,K,a79491fb-5d49-4361-afcf-ecf4742eb733,,,,,,,,,,,,,
0,674289807,0,0,27,4,4.97,4,4.97,29,3,N,7b24f46d-a2cc-47db-9593-e69af4c693a9,,,,,,,,,,,,,
0,750175165,0,0,11,5,,4,5.63,17,4,N,96f30408-5ebb-4dd0-abb8-90ee2f4b8c1d,,,,,,,,,,,,,
0,740855515,1,0,34,4,5.61,5,4.94,33,1,K,8683fbdf-d97a-4424-94dd-e79a0dfd62be,,,,,,,,,,,,,
0,736508349,0,0,20,5,5.03,5,5.46,22,3,N,3a7a9bfc-1b87-4b0d-b3ff-54f67ece65da,,,,,,,,,,,,,
0,711411074,0,0,18,,4.9,5,4.63,20,3,N,7261b91c-493c-4894-94c7-cf83acebb0f2,,,,,,,,,,,,,
0,791345919,0,0,29,5,4.62,5,4.75,31,3,N,68fb5a99-1183-4b21-a06e-8746245404e1,,,,,,,,,,,,,
0,715513301,0,0,26,5,,5,5.58,17,3,N,8de79f53-e33d-46f2-846a-9d8597306127,,,,,,,,,,,,,
0,671375124,0,0,11,3,,4,,13,4,N,4201b5ba-407d-4ed4-a0de-01e998dd0259,,,,,,,,,,,,,
0,744178246,0,0,32,5,4.52,5,3.32,33,1,N,5fa4b27e-2c1e-4699-bfce-bf359968261c,,,,,,,,,,,,,
0,665416951,0,0,27,5,5.42,4,5.13,26,3,N,536ecb70-6ae2-4f37-91bf-af2c82f8712d,,,,,,,,,,,,,
0,743510954,0,0,33,5,5.26,4,5,33,2,N,b3310de7-cc70-469a-b482-2ea5486a0b22,,,,,,,,,,,,,
0,804213388,0,0,23,5,5.19,5,5.29,20,4,N,5f45c7bf-9c35-4316-b4b7-051ad9214e5e,,,,,,,,,,,,,
0,753859392,0,0,30,5,5.52,5,4.28,30,3,N,2dcf8050-e8a1-4a4b-b2e3-f654b1dcea62,,,,,,,,,,,,,
0,798112112,0,0,26,3,4.34,,4.53,26,1,N,c5df1d36-3f74-4344-a1ca-596004763572,,,,,,,,,,,,,
0,543020786,0,0,18,3,5.68,2,3.93,15,1,K,2dcb7413-a5da-4f3c-b921-3b241e751a89,,,,,,,,,,,,,
0,823416729,0,0,22,5,5.29,4,5.63,21,3,N,ea913023-87b2-4017-81d3-3150ac0acdd4,,,,,,,,,,,,,
0,752721881,1,0,25,4,5.03,4,5.92,22,2,N,817efd70-3bcc-4379-8bad-419f9c34f23d,,,,,,,,,,,,,
0,808275729,0,0,35,5,4.83,5,4.5,35,3,K,b3310de7-cc70-469a-b482-2ea5486a0b22,,,,,,,,,,,,,
0,647692432,0,0,34,5,5.42,5,4.69,33,3,N,d921f9a8-7dba-4cb4-8068-21f7ebddd1a6,,,,,,,,,,,,,
0,434585258,0,0,9,2,4.97,6,5.46,9,4,N,2a8d7bad-ed59-467e-a1db-9e69f65cbd92,,,,,,,,,,,,,
0,764392688,0,0,10,3,5,3,5.63,10,4,N,69f6dc6e-77f5-4652-8331-76b40fc998d7,,,,,,,,,,,,,
0,807590293,0,0,25,5,,5,,27,4,N,b324e151-6891-4c37-b64f-a57975788dda,,,,,,,,,,,,,
0,764635597,0,0,20,4,4.83,4,4.41,19,2,N,af1b14aa-e5b8-4e23-ba05-7fe9e6f4cbac,,,,,,,,,,,,,
0,700457310,0,0,30,4,5.06,4,5.67,29,2,N,477c188f-d90b-4854-a597-abd8c0bf7813,,,,,,,,,,,,,
0,747148678,0,0,11,5,5.19,3,,12,4,N,fcc9350d-0eb8-4c08-b859-7e2afdc00b38,,,,,,,,,,,,,
0,785890231,0,0,32,4,4.48,4,4.91,33,2,N,b92d26d4-ad00-4600-9a22-2227dbde9129,,,,,,,,,,,,,
0,742848667,0,0,32,4,5.45,5,5.46,32,3,N,a4f1769d-d7c6-460b-a309-69f2b52810e3,,,,,,,,,,,,,
0,793941847,0,0,33,4,4.28,5,5.25,32,2,N,1e67f273-6139-421f-99c7-22e0532c25eb,,,,,,,,,,,,,
0,786755286,0,0,31,4,4.72,4,4.13,25,1,N,8e9032db-1cd5-468f-80ef-20ca3548ea8d,,,,,,,,,,,,,
0,798387694,1,0,34,5,4.1,4,3.43,33,1,N,f385f33e-97a6-4457-b56e-f89ce6f89b67,,,,,,,,,,,,,
0,753541945,0,0,27,5,5,4,5.25,30,3,N,87980841-5e4a-4e60-8e97-04d4bd00e235,,,,,,,,,,,,,
0,767826719,0,0,27,4,4.69,5,5,30,3,N,96cc578f-e00e-456b-9f14-4bd8c6defde2,,,,,,,,,,,,,
0,747519049,0,0,26,4,4.66,4,2.5,26,2,N,41a6e541-45e3-45e1-995d-59e32ba765a1,,,,,,,,,,,,,
0,512910495,0,0,28,3,4.62,4,5.04,29,3,K,df762818-9dfa-4cba-bb80-5ab526f5d85f,,,,,,,,,,,,,
0,791681188,0,0,34,5,4.45,3,5.88,33,2,K,ebbd30fb-8764-4752-be42-0d1e3dbd8c69,,,,,,,,,,,,,
0,738044120,0,0,5,2,4.72,6,5.04,2,2,K,e0c3804d-d7fc-4fd5-9db0-e88f150e454e,,,,,,,,,,,,,
0,768055381,0,0,25,5,4.79,,5.33,25,2,K,f97dba69-8011-4d6c-97e4-802ac0f48c95,,,,,,,,,,,,,
0,686644398,0,0,22,4,3.39,4,5.29,25,2,S,4fa09931-e969-4725-b885-8ac6f1202f5d,,,,,,,,,,,,,
0,804513928,1,0,19,5,,4,5.38,15,4,N,1e239819-8f36-4ad7-9a44-c2d17a8a81ff,,,,,,,,,,,,,
0,803373722,0,0,7,3,5.1,4,5.54,8,3,N,d202cc4b-64dd-4acd-9a32-204d2ced4bf0,,,,,,,,,,,,,
0,652546068,0,0,34,5,4.93,5,5.79,34,3,N,bfba59fa-a0a1-4088-be53-8ad9e59eb8a0,,,,,,,,,,,,,
0,659925169,0,0,24,3,5.55,3,4.84,21,2,N,fa3de414-8209-48f8-9cb9-0f4a1ab3b70a,,,,,,,,,,,,,
0,627078131,0,0,16,4,5.32,3,5.13,19,3,N,fbf75826-d829-413b-ac0a-62f3124e5ea8,,,,,,,,,,,,,
0,806050282,0,0,28,4,4.93,4,5.42,22,3,N,63308b72-dde7-447e-b54a-d65e1d730211,,,,,,,,,,,,,
0,593135023,0,0,35,5,5.03,5,5.33,35,2,N,bcbc4e85-f71c-4d89-9cba-c71be37b4ad7,,,,,,,,,,,,,
0,740441251,0,0,30,4,3.61,4,4.88,30,1,N,3390c590-2688-49c3-8b75-2c2f186d71b6,,,,,,,,,,,,,
0,822472330,0,0,10,4,5.16,,5.13,9,4,N,ce09f78d-dc84-41d2-9d46-0ca8b6066933,,,,,,,,,,,,,
0,721245483,0,0,31,5,5.26,5,5.71,33,2,N,ec046335-802b-43a0-acd1-462bda926668,,,,,,,,,,,,,
0,712877026,0,0,23,4,4.72,5,4.34,19,3,N,f20f2ab1-2521-4b09-92da-79830618e400,,,,,,,,,,,,,
0,810308118,0,0,31,5,5.39,5,4.69,31,2,N,fbcb6f20-270b-42ce-a9c6-1ea4d1ad2d2a,,,,,,,,,,,,,
0,757737567,0,0,31,4,4.14,3,4.31,31,1,N,fc03cd5f-fc37-402e-b0c5-be8a7e2546bc,,,,,,,,,,,,,
0,770793768,0,0,32,5,4.97,5,4.41,33,2,N,e73b57e4-cf20-4576-b956-d00d2dd7925f,,,,,,,,,,,,,
0,783784639,1,0,2,,5.23,,5.63,2,4,N,4473bfe7-c2ec-417d-83fa-c28c5023ffdb,,,,,,,,,,,,,
0,638725954,0,0,31,4,4.38,3,4.06,29,2,N,e37fb91e-1202-4930-8049-38e5c8a04c1e,,,,,,,,,,,,,
0,713407292,1,0,13,4,5,5,,16,4,N,2ad55e06-7ed6-4199-a36b-e808774b7211,,,,,,,,,,,,,
0,788059960,0,0,26,5,5.06,5,5.33,24,4,N,f94d467a-24f3-42d8-9ca6-71bd0af5d856,,,,,,,,,,,,,
0,734412437,0,0,24,5,5.03,3,4.84,24,3,K,cf573450-0bf5-4f20-8f1f-8f5485480692,,,,,,,,,,,,,
0,813898089,0,0,20,4,5.26,4,5.63,20,3,N,f0133569-5dc3-4dc2-a874-8c5168aba513,,,,,,,,,,,,,
0,725817266,0,0,31,5,4.86,5,5.25,30,3,N,24678e1a-41db-47c8-a0e1-0649969d879e,,,,,,,,,,,,,
0,572670873,0,0,27,4,4.97,5,4.5,27,2,N,ef11bc24-31bf-4f79-ba32-b5594f7b5c7b,,,,,,,,,,,,,
0,788768013,0,0,8,3,4.69,2,5.21,12,3,N,c233a7b0-c1e4-472c-b2b2-27def2033750,,,,,,,,,,,,,
0,542866691,0,0,32,3,4.34,4,3.64,32,1,K,3fda4f33-e5db-4e6c-bd2f-067c5c6f0cf8,,,,,,,,,,,,,
0,769582101,1,0,24,4,4.17,4,5.71,28,2,N,42c30da9-acf9-49a2-b67f-de7ea3e76eb8,,,,,,,,,,,,,
0,653111244,1,0,29,3,4.24,4,4.28,27,1,K,e00dbdc1-4637-4b00-8083-a247ed5b3156,,,,,,,,,,,,,
0,777049464,0,0,16,5,5.13,4,5.46,16,4,K,ca450893-5777-4d16-9f81-2eafbb1c1df1,,,,,,,,,,,,,
0,654823384,0,0,31,5,5.32,5,2.5,32,3,N,9801278c-3afe-45db-a48a-acbe6b730cc6,,,,,,,,,,,,,
0,696352821,1,0,23,3,4.34,4,5.08,22,2,N,7b49983a-f574-4f58-8622-cf3a72eb204e,,,,,,,,,,,,,
0,780998580,0,0,21,5,,5,,20,4,N,769d89af-1cf1-47c3-9597-7f44a2b41ab1,,,,,,,,,,,,,
0,800070363,0,0,33,5,4.69,5,5.54,33,2,N,644a630d-4c00-4b01-9b03-e3a2a110b315,,,,,,,,,,,,,
0,821414857,0,0,34,2,3.22,5,4.81,35,2,N,e7708a97-82b6-405b-b9a5-d0df96aca82a,,,,,,,,,,,,,
0,671626008,0,0,31,5,5.03,5,5.5,30,4,N,342f5423-ee6e-4d7a-aec4-7fcfce51ce2d,,,,,,,,,,,,,
0,755426466,0,0,30,5,5.45,5,5.38,30,2,N,924ab453-57b2-4696-9a81-1475a53279e4,,,,,,,,,,,,,
0,669132863,0,0,30,5,4.55,5,5.5,30,3,K,1cedbe84-a0db-4d00-8a48-66ea6554fe10,,,,,,,,,,,,,
0,734745776,1,0,34,5,4.38,5,3.82,31,2,N,d1dccd54-4604-43cf-b8f9-a095a0e2ada8,,,,,,,,,,,,,
0,692898797,0,0,32,5,4.66,5,5.67,32,2,N,709d869f-dc14-45b1-a97d-6376a0f68a0a,,,,,,,,,,,,,
0,640481678,0,0,28,4,4.03,6,0.5,30,1,N,1550aa0b-601b-46b5-a3a7-b909140db14d,,,,,,,,,,,,,
0,823749765,0,0,13,4,4.83,5,5.63,18,4,N,5d48afee-4513-4cf9-8288-224e724f9608,,,,,,,,,,,,,
0,666361140,0,0,33,5,5.32,5,5.63,31,3,K,50a3ac66-7163-447d-8be1-9449d1618a16,,,,,,,,,,,,,
0,626535724,0,0,31,4,5.48,4,5.42,34,2,N,af435791-8f8c-4232-add7-0d358b93e6b5,,,,,,,,,,,,,
0,719844622,0,0,32,3,4.1,4,3.86,30,2,N,f00ef804-02a3-44fe-868b-640d0b07fd05,,,,,,,,,,,,,
0,650900907,0,0,27,4,5.55,4,4.16,26,2,N,770c0638-67b5-4852-9492-e7b95a929d38,,,,,,,,,,,,,
0,639539657,0,0,11,4,5.19,4,5.33,12,3,N,97ed1ace-de88-464f-b44d-0a8e79b88639,,,,,,,,,,,,,
0,823147799,0,0,35,5,2.5,3,5.04,35,2,N,3fe8ff55-2684-4aeb-893a-e77766b0b7cf,,,,,,,,,,,,,
0,778329410,0,0,34,5,5,5,5,33,4,K,1faeb0b7-bb1a-4f9c-b2fb-9b48c1fc6354,,,,,,,,,,,,,
0,652099086,1,0,24,5,4.83,5,4.75,23,2,N,bf940f59-632e-4ce0-b682-21b219f00dbf,,,,,,,,,,,,,
0,809424539,0,0,14,,5.19,4,,18,4,N,205f91f0-0312-4978-8825-611946677442,,,,,,,,,,,,,
0,672821475,0,0,29,4,4.48,5,0.5,31,2,N,637315f5-b97a-4ec4-b79d-1c171d1db40d,,,,,,,,,,,,,
0,729111532,0,0,21,4,5.1,4,5.13,24,3,N,dc2bfbe1-b11e-4402-ae8a-040793c4f4b4,,,,,,,,,,,,,
0,729943947,1,0,28,4,4.93,5,5.79,28,2,N,e9c60a07-3236-4eb5-914c-29003dbede90,,,,,,,,,,,,,
0,656310743,0,0,22,4,4.17,4,3.5,22,1,N,01e40ae5-58d7-4289-889a-e07e2500bbd4,,,,,,,,,,,,,
0,695882487,0,0,9,6,4.86,3,4.63,7,2,N,6363550c-c8f2-4e02-947a-d8857d085498,,,,,,,,,,,,,
0,786158729,1,0,15,,4.79,6,4.41,15,2,N,d21bd4b6-7a37-40e2-9da3-7562c69ec97b,,,,,,,,,,,,,
0,722642087,0,0,21,4,,5,5.67,18,4,N,21fbe583-96d2-4832-830f-26403c226449,,,,,,,,,,,,,
0,766784473,0,0,29,5,5.48,5,5.88,27,2,N,fe8f92e6-e595-4d7d-ac5d-7c8ad872f3f6,,,,,,,,,,,,,
0,699873080,0,0,13,4,5,4,2.5,17,2,N,3f35cb04-b5a7-4368-9b62-01341e8c8b3b,,,,,,,,,,,,,
0,522812076,0,0,13,,4.59,3,5.58,9,2,K,4f534c3e-0e09-4685-9978-3f7fad434c05,,,,,,,,,,,,,
0,779885257,0,0,11,3,4.62,4,5.38,13,3,N,cf70bef5-a259-4c04-b74e-5575fcee3dcd,,,,,,,,,,,,,
0,795797068,1,0,32,4,3.5,5,3.75,31,2,N,4131c12c-32ac-493f-832d-c99d5fb56cc6,,,,,,,,,,,,,
0,695244095,0,0,14,4,5.23,4,5.63,17,3,N,0d5ca62b-199d-4964-a987-8d8af8fb98fc,,,,,,,,,,,,,
0,592533305,1,0,12,3,5.42,3,5.42,9,3,N,c67a436c-3980-4a6c-89a3-e337c7502118,,,,,,,,,,,,,
0,653880924,0,0,20,4,4.97,4,5.54,20,3,N,ae5ecf45-712a-4dd9-82e9-708a93989fa9,,,,,,,,,,,,,
0,746826361,0,0,30,5,4.72,5,5.46,30,3,N,a562e1d3-75cb-46bb-b680-2237634c63d1,,,,,,,,,,,,,
0,754766894,0,0,13,4,5.23,5,5.63,13,4,N,f7d142ad-0983-4057-a131-a7aceb410ee8,,,,,,,,,,,,,
0,762971483,0,0,16,4,5.32,4,,19,3,N,350fa419-03cc-47a0-a807-42352e9f3e23,,,,,,,,,,,,,
0,661141724,0,0,30,4,4.28,4,4.94,31,1,K,acbf8a0f-52cb-4a96-ac6d-11d1484d1949,,,,,,,,,,,,,
0,825270952,0,0,31,5,5.03,2,5.79,33,4,N,ee9c9c76-ab5d-4041-a114-609da3fe27b8,,,,,,,,,,,,,
0,733835876,0,0,33,5,5.61,4,4.91,32,2,N,c327e811-2cdd-4285-9969-d5bd49b17f31,,,,,,,,,,,,,
0,721632229,0,0,21,3,5.45,4,5.25,22,3,N,4e513bd2-cf07-4a34-8db7-45baf1f6cc1c,,,,,,,,,,,,,
0,765461323,0,0,27,4,4.31,4,3.64,24,2,N,0a6fc80f-3434-4252-8637-ca6aa7536491,,,,,,,,,,,,,
0,726238745,0,0,35,5,4.55,5,4.78,33,2,N,5e7b3c26-f41b-4f44-ad8d-794b96696c20,,,,,,,,,,,,,
0,729571171,0,0,23,3,4.79,5,5.54,29,3,K,6d7e8d7f-980c-4b4c-bddf-2493fc81b0bc,,,,,,,,,,,,,
0,693556314,0,0,29,5,,5,,28,4,N,babbcbac-4c81-41d1-99dd-cfbed658e0b3,,,,,,,,,,,,,
0,764692668,0,0,11,4,4.72,3,5.54,16,4,N,38cf5b1e-e7a2-4328-aa23-11e1bb27f838,,,,,,,,,,,,,
0,720352569,1,0,0,1,5.32,W,5.42,0,3,S,d7ce9c57-6649-4dc6-b25b-813891cef8c3,,,,,,,,,,,,,
0,809966135,0,0,21,4,5.1,,5.58,18,3,N,35139fdb-acc8-45cc-86c1-1576a50180fe,,,,,,,,,,,,,
0,635311694,0,0,20,4,5.45,5,5.13,20,3,N,638f890f-006a-452c-9975-5e13c21d529d,,,,,,,,,,,,,
0,632648351,0,0,33,5,4.93,3,4.78,33,2,N,9f4a3055-76b6-4860-b42a-f86f38f6ca59,,,,,,,,,,,,,
0,751384916,0,0,9,,4.52,W,4.78,12,2,N,2fe92162-65f0-4c2a-8b61-16d57a47ddc3,,,,,,,,,,,,,
0,683572224,0,0,31,5,4.79,5,5.29,30,3,K,7ae0857b-4232-487f-8fc0-954ed6207940,,,,,,,,,,,,,
0,713210525,0,0,32,5,5.16,5,5.58,33,3,N,8f6a173a-513a-4ed5-a775-5654db425088,,,,,,,,,,,,,
0,791947163,0,0,27,3,5.68,4,3.68,24,2,K,638128ca-bfe3-4b21-a8cf-e5268f63d2ad,,,,,,,,,,,,,
0,713700442,0,0,23,3,5.39,,4.56,27,2,K,0012ac63-3d0f-4f4d-928e-fda8bde3732b,,,,,,,,,,,,,
0,599809340,0,0,6,,4.97,3,,10,3,N,f0482bf8-3298-424e-80cf-93190026462d,,,,,,,,,,,,,
0,623816702,0,0,21,,3.5,4,4.03,15,2,K,c4ce0c0e-e916-48e5-bfd2-e5645ae9cf92,,,,,,,,,,,,,
0,761426341,0,0,15,,4.72,,5.33,10,3,N,34962636-086d-40d4-89cf-44372687dbcf,,,,,,,,,,,,,
0,692352837,0,0,19,5,,5,5.63,23,4,N,43152240-92e8-48f7-b90c-1e44ed36cf6e,,,,,,,,,,,,,
0,805069815,0,0,27,4,4.07,4,4.41,29,2,K,d1e842c0-ac30-4aac-9ff7-27ec95202d36,,,,,,,,,,,,,
0,818516807,0,0,27,5,4.69,4,5.33,26,3,N,3e8a87ad-a6d3-4b1f-b3d9-1f911771c90b,,,,,,,,,,,,,
0,673043938,0,0,32,5,4.72,5,5.46,30,3,N,e46c044c-5053-4893-b9bd-d5e4120f007e,,,,,,,,,,,,,
0,641794052,1,0,23,3,4.79,4,4.75,23,2,N,def1d6e4-2ee3-44a0-bd27-056595f7680c,,,,,,,,,,,,,
0,741933886,1,0,20,6,4.5,,3.93,22,1,N,da68e9bc-1c9e-4cdc-a39a-b2d5f6d38d6c,,,,,,,,,,,,,
0,701735636,0,0,33,5,4.5,4,2.96,34,2,N,2c011f0b-6591-47f0-99f9-f90b740c2d81,,,,,,,,,,,,,
0,743761840,0,0,31,5,4.66,5,5.71,32,4,N,71ed5810-2e78-43d3-a0af-4ea0d112ed80,,,,,,,,,,,,,
0,773043068,1,0,33,5,4,5,4.5,29,3,N,34bec745-967c-4899-a915-ee86217d02c9,,,,,,,,,,,,,
0,777351356,0,0,30,5,4.62,4,4.47,33,1,N,ab6c8384-324f-43f9-b91a-d872e968a2a1,,,,,,,,,,,,,
0,756141146,0,0,34,4,3.67,4,3.25,34,1,N,82312484-ba6d-4b5f-8963-0ed58ec6ea10,,,,,,,,,,,,,
0,782262709,0,0,21,4,4.9,4,4.75,19,3,K,0ff6e760-9e42-4222-8e57-2611d0cfc070,,,,,,,,,,,,,
0,787521162,0,0,31,5,4.45,4,4.22,27,2,N,f8045414-e6d1-40c5-ac33-1d2f47973923,,,,,,,,,,,,,
0,774007534,1,0,34,W,5.03,5,4.97,35,2,N,51166085-d4a9-475b-ad32-ae1e118fa1b4,,,,,,,,,,,,,
0,795954670,0,0,28,4,,5,5.42,22,3,N,d025d2e8-adbd-4aa5-b706-32aeca848a58,,,,,,,,,,,,,
