Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,Ethnicity,Language,SENprovision,SENNeed1,SENNeed2,SENunitIndicator,ResourcedProvisionIndicator,UniqueLearnerNumber,Postcode,SAON,PAON,Street,Locality,Town,AdministrativeArea,postTown,AddressLine1,AddressLine2,AddressLine3,AddressLine4,AddressLine5,NativeID,FSME on Census Day,Age
188398,94720be5-8af3-4c1c-b204-c6978c64e429,,,,,,F,,C,2016-09-05 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
235416,f7f88fdc-af1d-47d9-8e8b-0ccf671ec4e3,,,,,,M,,C,2014-09-03 00:00:00,14,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,12+
103451,ccde04fb-8461-4143-8a99-b384737e9698,,,,,,M,,C,2015-09-01 00:00:00,7,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,15+
205228,88b19737-275a-48e7-b3bf-2c8597382232,,,,,,M,,C,2012-09-06 00:00:00,7,WBRI,ENG,N,,,False,True,,,,,,,,,,,,,,,,False,10+
146813,44be157a-76a5-4417-92e0-7cb8344800dd,,,,,,M,,C,2013-09-06 00:00:00,9,AOTH,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,15+
128830,e91f9812-9e36-4844-9f6b-acfe3a4e57f4,,,,,,F,,C,2012-09-04 00:00:00,7,AOTH,ENG,K,SPLD,SLCN,,,,,,,,,,,,,,,,,,False,11+
213839,d4db2181-122d-4991-aaff-0cf171771174,,,,,,M,,C,2017-09-06 00:00:00,7,WBRI,ENG,N,,SLCN,False,False,,,,,,,,,,,,,,,,False,13+
75807,1c5bac96-59f3-4109-9e3d-bc1d7873ae9f,,,,,,M,,C,2014-09-03 00:00:00,9,WBRI,ENG,K,SPLD,SLCN,,False,,,,,,,,,,,,,,,,False,15+
119367,d8639889-ed24-40f4-a698-f108d6b9d8ac,,,,,,M,,C,2013-09-03 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
170552,78060f1f-d76a-470c-a3ef-f49e6fb94cc8,,,,,,M,,C,2016-09-05 00:00:00,12,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,14+
175747,476b18e2-f9a6-4894-bfcb-2bf484c16f66,,,,,,F,,C,2014-09-05 00:00:00,8,WIRI,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
159189,462e04d2-87e1-422e-ae49-3d25748416ed,,,,,,M,,C,2016-09-05 00:00:00,10,APKN,ENG,N,,,True,,,,,,,,,,,,,,,,,False,13+
201445,8b5d8f32-573d-4f04-ace2-0d475c706e1f,,,,,,M,,C,2015-09-04 00:00:00,11,MWAS,URD,K,,,,,,,,,,,,,,,,,,,,False,13+
218910,2f7db271-ddc1-4982-a62d-f7bc396f571a,,,,,,F,,C,2009-11-03 00:00:00,13,AOTH,ENG,K,,,False,,,,,,,,,,,,,,,,,False,12+
207511,274d1a72-588f-436c-8bee-2918d7b14f85,,,,,,M,,C,2016-09-01 00:00:00,7,APKN,PNJM,N,,,,,,,,,,,,,,,,,,,,False,11+
70731,34306a45-a933-4dd6-b1b9-9cd7e2ecccbe,,,,,,M,,C,2011-09-05 00:00:00,7,APKN,URD,K,,,,,,,,,,,,,,,,,,,,False,10+
198282,2a8380f2-4ddc-4d02-920d-d61ef76f1e52,,,,,,M,,C,2016-03-21 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
197031,91bd6cc8-f878-4136-8b06-380ba1f3d7d7,,,,,,M,,C,2014-09-03 00:00:00,11,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
18310,bea348fd-eaac-437a-aaae-9f60027398ef,,,,,,M,,C,2015-09-01 00:00:00,7,WBRI,TEL,K,SLCN,SLCN,,,,,,,,,,,,,,,,,,False,13+
145909,d0822438-0bcb-408b-9ce7-f194734b5a98,,,,,,M,,C,2017-09-05 00:00:00,9,AIND,ENG,K,SPLD,SLCN,False,,,,,,,,,,,,,,,,,False,15+
178124,24cb555d-b6db-44aa-9dd4-57aa4b191fb4,,,,,,F,,C,2016-09-05 00:00:00,6,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
213209,486feeaa-8494-4ade-b025-f89368ce17ee,,,,,,F,,C,2011-09-05 00:00:00,11,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,15+
153797,e5e00865-1a4b-4ce6-bf45-678d23a1c034,,,,,,F,,C,2011-09-07 00:00:00,13,WBRI,ENG,E,SPLD,,False,False,,,,,,,,,,,,,,,,False,17+
195975,cac5d62d-bd22-40ea-8ed6-c5e55e893e19,,,,,,F,,M,2017-09-06 00:00:00,10,CHNE,ENG,K,,,,False,,,,,,,,,,,,,,,,False,13+
104347,03784b53-c782-4511-8b88-d78910854893,,,,,,F,,C,2015-09-04 00:00:00,8,WIRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
224950,85aaf989-ca83-4dd1-b728-8d37bb237993,,,,,,M,,C,2017-09-06 00:00:00,11,WBRI,ENG,N,,,,False,,,,,,,,,,,,,,,,False,17+
206775,7501f969-6360-46ed-b102-0d17dbdaf66d,,,,,,F,,C,2015-09-03 00:00:00,14,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,19+
184583,75add4f1-a7e5-42bc-8318-2a37a94ea773,,,,,,M,,C,2015-11-16 00:00:00,9,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
203378,744c62c4-c304-489b-9c1e-fe1cba92247a,,,,,,F,,C,2013-09-05 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
107851,b962e077-980c-48b8-b381-367138153ef4,,,,,,M,,C,2014-09-04 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
233363,c9795e9d-a74a-464c-aeb2-269c9ce8f2c1,,,,,,F,,C,2013-09-03 00:00:00,8,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,True,11+
114012,83535a79-fc3e-4ded-bee3-d8787546f23d,,,,,,M,,C,2017-09-04 00:00:00,9,WBRI,ENG,N,,,True,,,,,,,,,,,,,,,,,False,17+
110557,b20d69b8-39a5-4a95-9ab8-6c74de502c3e,,,,,,F,,C,2015-09-03 00:00:00,12,MWBC,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
190153,0dd40ca7-bcbd-433a-9c3a-a5baf338638a,,,,,,F,,C,2014-09-04 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
195450,27ecf725-c5fb-4bcb-ae15-06ac0a5907a3,,,,,,M,,C,2014-09-04 00:00:00,11,APKN,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,15+
179986,637a31a6-0f3c-4f94-ab3c-76a5d1c4a806,,,,,,M,,C,2017-09-06 00:00:00,9,WBRI,ENG,N,,,False,True,,,,,,,,,,,,,,,,False,15+
203290,3a733ff8-712a-4f90-876d-979566317ac0,,,,,,M,,C,2014-09-01 00:00:00,13,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
135583,1040128b-5cc5-40df-a16a-926826023daf,,,,,,F,,C,2017-09-04 00:00:00,6,WBRI,RMN,E,SPLD,,False,,,,,,,,,,,,,,,,,False,11+
236805,702b98e1-d58b-4230-87fa-03bc07ff9c7a,,,,,,F,,C,2011-09-07 00:00:00,10,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
144310,1d6f45aa-810f-48f4-b6e3-477a0216fe0e,,,,,,F,,C,2016-09-05 00:00:00,12,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
99700,cce4ebe2-865a-48bc-8ad0-680f53b5fbf6,,,,,,F,,C,2017-09-18 00:00:00,9,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
108504,d44e373f-8f85-4b85-b672-3aa43f910019,,,,,,F,,C,2011-09-07 00:00:00,9,WBRI,ENG,K,,SLCN,,,,,,,,,,,,,,,,,,True,11+
109631,d9f9a689-2027-4ef2-a43f-a917f4d1049d,,,,,,M,,C,2011-09-14 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
187342,b81e9a07-867d-4fe8-83f4-738fd52661ad,,,,,,M,,C,2015-09-01 00:00:00,10,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,16+
177028,4c3faa8d-aa21-45d3-a049-5dc7399336d6,,,,,,M,,M,2017-10-02 00:00:00,10,APKN,PNJ,N,SPLD,,,,,,,,,,,,,,,,,,,False,14+
60081,c57d1da3-9028-44e8-9a09-decf93e9750e,,,,,,M,,C,2017-09-07 00:00:00,6,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
124334,d5fb8609-e909-44b0-9f87-b14750b42471,,,,,,F,,C,2017-12-06 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
182129,e5a0fe7c-a8eb-44e2-acb0-e9eab9b7c99c,,,,,,F,,C,2017-09-04 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
198910,77174d03-3e0b-4bf0-ae84-8f2f90d76a5e,,,,,,M,,C,2016-09-01 00:00:00,12,WBRI,URD,K,,,,False,,,,,,,,,,,,,,,,False,14+
161680,9fa2b892-f762-4e7e-836b-9be8cda93067,,,,,,M,,C,2014-09-05 00:00:00,8,WBRI,TAM,N,,,False,,,,,,,,,,,,,,,,,False,13+
83825,1584902a-8b49-4ebf-ba0c-2bec620857de,,,,,,F,,C,2013-09-02 00:00:00,9,WBRI,ENG,K,,,False,,,,,,,,,,,,,,,,,False,13+
191882,519de096-59e3-40e8-a33d-4d04b60bde67,,,,,,F,,M,2015-02-25 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
202086,ea98e247-23c7-408d-b6b5-070b2d68b965,,,,,,M,,C,2016-09-05 00:00:00,7,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,10+
240769,90716e85-5a86-4fb0-981b-70bde28467f8,,,,,,F,,C,2017-09-06 00:00:00,6,WROM,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,12+
102499,6a38048b-4c22-4dd7-a6c9-9ca6eecd9415,,,,,,M,,C,2011-09-07 00:00:00,6,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,10+
269060,ee378c9b-7d75-4347-af23-b1e42ef1fa95,,,,,,M,,C,2013-09-03 00:00:00,8,AIND,PNJ,K,,,,,,,,,,,,,,,,,,,,False,11+
195955,5e86514d-50c2-4846-8f7d-e31c9c43e42b,,,,,,F,,C,2016-09-02 00:00:00,13,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
28797,4f967c7d-d779-49e9-a6cb-da485ae0081e,,,,,,F,,C,2011-11-28 00:00:00,14,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
127618,c41544f1-1fa3-4632-b37e-1ff19553efae,,,,,,F,,C,2014-09-02 00:00:00,12,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,12+
177102,63e46842-ce47-45c7-a883-f032b67d1a66,,,,,,F,,C,2014-09-04 00:00:00,10,BAFR,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
263586,7291d743-bddb-4bf3-a8a7-d10f0386e404,,,,,,F,,C,2011-09-13 00:00:00,10,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
155728,c0284435-5b97-48c7-a12f-0c35ffb367c0,,,,,,M,,C,2015-09-03 00:00:00,14,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
270847,9c3bae2d-6344-408e-b8f6-d805891f908b,,,,,,F,,C,2015-09-03 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
164250,3104b4e1-2239-4e1f-b565-77cf8ee75be5,,,,,,M,,C,2017-09-06 00:00:00,8,APKN,ENG,N,SLCN,SLCN,False,False,,,,,,,,,,,,,,,,False,15+
111193,05467198-162a-4aa0-92c7-f418f8fca63f,,,,,,M,,C,2015-09-01 00:00:00,12,WBRI,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,10+
140791,3f760a58-1a75-41bb-963e-c9004bb46255,,,,,,M,,C,2011-09-07 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
80526,ee5f9fb1-8de4-48b9-aabf-a715517b8108,,,,,,M,,C,2016-09-05 00:00:00,11,MWAS,ENG,N,,,,,,,,,,,,,,,,,,,,True,17+
188060,6feef6bb-337b-4bd8-a007-67c8d68af570,,,,,,F,,C,2013-09-03 00:00:00,9,APKN,URD,K,,,,,,,,,,,,,,,,,,,,False,13+
147043,cbce8187-7afe-445a-9fd8-a5ff01829bfc,,,,,,F,,M,2014-09-03 00:00:00,10,APKN,ENG,K,SPLD,,False,,,,,,,,,,,,,,,,,False,15+
137271,9611620f-b460-4505-ba56-3376935ff812,,,,,,F,,C,2014-09-05 00:00:00,8,APKN,ENG,K,SPLD,,False,,,,,,,,,,,,,,,,,False,13+
103040,be079cf0-82a7-4494-8782-b64220133aad,,,,,,F,,C,2015-09-03 00:00:00,7,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
163743,b8c7dd69-7453-4914-921c-2ea22715dab1,,,,,,F,,C,2014-09-03 00:00:00,14,WBRI,ENG,N,,,,False,,,,,,,,,,,,,,,,False,17+
203563,8873085d-3213-47d2-89a2-c51a0b929484,,,,,,M,,C,2012-09-01 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
108320,4a92e9f7-32e9-4403-ad90-83a0c538f7b2,,,,,,M,,C,2015-09-04 00:00:00,7,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,18+
237810,d128957c-5171-4cdc-ad48-6f1d378d335a,,,,,,M,,C,2011-04-27 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
218618,f46581b5-28f5-4190-8aa8-2cdfe9190207,,,,,,M,,C,2013-09-04 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
188382,61f2ff4b-7270-4413-8995-ac880e1105d2,,,,,,M,,C,2013-09-04 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
169942,819c44e5-aab2-4900-b9ce-5a1707bf1305,,,,,,M,,C,2017-09-07 00:00:00,7,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
98574,e91d17ab-6834-4cc2-936b-3e8c9a178dae,,,,,,F,,C,2015-02-09 00:00:00,8,WBRI,ENG,N,SPLD,,False,,,,,,,,,,,,,,,,,False,10+
155140,5387390f-5f1f-4146-bcf7-743787b0c3f4,,,,,,F,,C,2013-09-03 00:00:00,12,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
78245,6cf76341-30f6-4b02-a83c-9ee42c0e3f7e,,,,,,M,,C,2011-09-07 00:00:00,6,APKN,URD,N,,SLCN,,False,,,,,,,,,,,,,,,,False,13+
148335,32eb6827-85e0-4ba7-b6ef-ec3049c94495,,,,,,M,,C,2016-09-01 00:00:00,12,MWBA,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,11+
198668,e17ceb1d-1b2f-44b2-b516-90ca180d3663,,,,,,F,,C,2016-09-01 00:00:00,9,APKN,ENG,N,SLCN,,False,False,,,,,,,,,,,,,,,,False,15+
62290,ae3255b5-7363-4a84-a2a8-695e451229af,,,,,,F,,M,2013-09-04 00:00:00,6,WBRI,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,13+
189143,5de78003-6ee7-461f-9392-04ba29104909,,,,,,F,,C,2016-09-05 00:00:00,10,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,14+
206514,35388046-da6e-44ba-8725-016695cf817d,,,,,,F,,C,2011-09-05 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
170630,45655bc3-7259-46c7-ab3b-551b1916f733,,,,,,F,,C,2016-09-05 00:00:00,9,ABAN,URD,K,,SLCN,False,,,,,,,,,,,,,,,,,True,10+
81942,0072bd4f-6366-41ef-a078-088218d60b31,,,,,,M,,C,2010-03-08 00:00:00,7,APKN,ENG,N,SPLD,,,False,,,,,,,,,,,,,,,,False,14+
160774,af201340-1a7f-4ea1-9307-affd8939cd47,,,,,,F,,C,2012-09-06 00:00:00,12,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
165465,fad5c79b-e3dd-4aa7-90b3-e17ada96d421,,,,,,M,,C,2011-01-05 00:00:00,6,APKN,URD,N,,,,False,,,,,,,,,,,,,,,,False,14+
116366,9ee78998-ab87-4316-81dc-92f2bbd85694,,,,,,F,,C,2013-09-05 00:00:00,9,APKN,ENG,K,,,,,,,,,,,,,,,,,,,,False,10+
211131,6c6bfa96-3285-493a-8200-c8168206b3b2,,,,,,F,,C,2017-09-01 00:00:00,13,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
244978,d8eead90-21f2-4c78-98f1-183d41c7f0b1,,,,,,F,,C,2010-04-27 00:00:00,10,WBRI,URD,N,,,False,,,,,,,,,,,,,,,,,False,16+
193520,6e849a93-4784-4ded-a3a9-db300548445e,,,,,,F,,C,2017-09-06 00:00:00,7,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,12+
278593,15464fde-02af-4aeb-b838-b71f50941cae,,,,,,F,,C,2015-09-03 00:00:00,13,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
162218,d3abe475-0f6b-4ede-b48f-49200ad133a1,,,,,,M,,C,2011-09-09 00:00:00,11,WBRI,ENG,K,,SLCN,,,,,,,,,,,,,,,,,,False,14+
244144,cf1a9e88-b0a5-49ee-aeac-2d08d1bce133,,,,,,M,,C,2014-09-01 00:00:00,13,APKN,ENG,N,,,,False,,,,,,,,,,,,,,,,True,15+
204307,227955f9-48b5-4645-97c2-8a8f217661d4,,,,,,M,,M,2010-01-13 00:00:00,7,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
234542,59f83e25-9ff6-49f3-8b17-3c7112d7004f,,,,,,M,,C,2016-09-05 00:00:00,9,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
118885,3a495129-03dc-4276-b654-8b73644bbac8,,,,,,F,,C,2010-09-13 00:00:00,7,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
155358,9a8c6935-d122-413d-a2ad-a7b4bc1fc2bb,,,,,,F,,C,2017-09-06 00:00:00,8,APKN,URD,K,,,,False,,,,,,,,,,,,,,,,False,13+
164062,5ba29165-5a0b-4750-a870-b6ae2b9ed7c0,,,,,,M,,C,2017-09-04 00:00:00,8,APKN,HIN,N,,,,,,,,,,,,,,,,,,,,False,11+
175706,c08022c9-2aff-4d01-87f8-6c331a03729b,,,,,,M,,C,2013-09-03 00:00:00,8,APKN,URD,N,,,False,False,,,,,,,,,,,,,,,,False,11+
207627,7e21d083-9dca-4533-a0db-a6354aa140f1,,,,,,M,,C,2013-09-05 00:00:00,7,AIND,ENG,N,,,,False,,,,,,,,,,,,,,,,False,11+
208741,e39bd2c6-4e7b-4ef1-bcb9-8d78f4fe39ef,,,,,,M,,C,2011-09-07 00:00:00,10,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,10+
236594,c94549f2-5ef3-4227-99fa-5b1b1ea2afc6,,,,,,F,,C,2015-09-03 00:00:00,10,WBRI,ENG,N,SPLD,,False,,,,,,,,,,,,,,,,,False,11+
188943,0eb4aabe-107b-463b-a0c8-80f6c9557376,,,,,,M,,C,2015-09-03 00:00:00,6,WBRI,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,12+
120855,11f153b7-4407-47a4-91b6-4074e55ddc20,,,,,,F,,C,2016-02-22 00:00:00,11,WBRI,ENG,N,SPLD,SLCN,,,,,,,,,,,,,,,,,,False,14+
197160,0d410b12-8a93-4ca5-942d-d42f0b26324d,,,,,,F,,C,2011-09-06 00:00:00,7,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,16+
189166,69ea5248-fcfe-4bea-9d3c-704cac00714a,,,,,,F,,C,2016-09-05 00:00:00,6,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
192472,08d35bdb-a61b-43f3-bc86-907bcd40083b,,,,,,F,,C,2015-09-03 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
158627,81f97269-3948-425f-8c0b-73ba4095ce9d,,,,,,F,,C,2015-09-03 00:00:00,8,MWBC,ENG,N,,,False,,,,,,,,,,,,,,,,,False,13+
125367,6f1cb6c4-8654-4ef8-8e81-81bb2301ba43,,,,,,F,,C,2014-09-08 00:00:00,8,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
235307,4ade3b23-da64-4758-9eaf-fc1e1f40e8b4,,,,,,M,,C,2013-09-03 00:00:00,10,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
166607,c2ed3184-2260-4e2f-b4e3-3ace5d2ce626,,,,,,F,,C,2017-09-06 00:00:00,10,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
183699,ef9b553c-f6c4-4019-a934-2aa8a3ce3a34,,,,,,M,,C,2013-09-01 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
184682,4cbd297e-83aa-4a25-a86c-31d393fff04f,,,,,,M,,C,2014-09-03 00:00:00,8,AIND,TAM,K,ASD,SLCN,False,False,,,,,,,,,,,,,,,,False,13+
240669,74adbb24-fa39-425c-bab4-6654f9974d86,,,,,,F,,C,2016-09-05 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
132636,0efd90bc-355b-4061-b614-a158b11f9394,,,,,,F,,C,2015-09-01 00:00:00,12,APKN,ENG,K,SPLD,,,,,,,,,,,,,,,,,,,False,17+
201388,516b6187-898b-4954-b674-009b85e68685,,,,,,M,,C,2014-09-03 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
167164,138ad6f6-0564-4112-a761-12aa44f132d7,,,,,,M,,C,2016-09-01 00:00:00,7,BOTH,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,13+
176581,3031ae97-3a47-48a5-89ae-79b1ae5fced6,,,,,,F,,C,2014-09-04 00:00:00,8,APKN,ENG,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,15+
119097,6d64e7de-9f0e-4b2c-a149-8a59f2dc839c,,,,,,F,,C,2015-09-04 00:00:00,11,AOTH,PNJ,N,,,,,,,,,,,,,,,,,,,,False,13+
226155,0705fe2f-ae0c-4b78-98bf-94e41e8a142b,,,,,,F,,C,2011-09-07 00:00:00,12,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,14+
102502,52ae7795-47b4-4c03-aa94-d535a6ecd31b,,,,,,F,,C,2014-09-03 00:00:00,6,WBRI,ENG,N,,SLCN,True,True,,,,,,,,,,,,,,,,False,10+
173502,9e11bdf1-d968-46b7-ad4c-730c0eaaba66,,,,,,M,,C,2017-09-04 00:00:00,6,WBRI,ENG,K,,,,False,,,,,,,,,,,,,,,,False,11+
132063,39811082-f1c3-42d6-9c14-6a8d88fbc8c0,,,,,,F,,C,2013-09-04 00:00:00,9,APKN,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,15+
155535,775f76b0-4305-4426-b791-c3b19c525f0f,,,,,,M,,C,2013-09-04 00:00:00,10,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
220486,94eabe44-fda7-48a3-9891-0a48364335ce,,,,,,F,,C,2014-09-04 00:00:00,10,REFU,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
133360,4ff2a095-935e-4f43-b134-c5f737ceb963,,,,,,M,,C,2011-09-07 00:00:00,11,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
264874,417fb8d2-eb8b-4b17-8bb1-08b059fa282e,,,,,,F,,C,2017-09-06 00:00:00,13,WOTH,URD,N,,,,False,,,,,,,,,,,,,,,,True,15+
203605,ce00a0cd-aade-4939-8c17-2811a1b70052,,,,,,M,,C,2016-09-02 00:00:00,6,MWAS,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
118616,d97d3cb1-1f65-4606-a8e3-2ce5f0696312,,,,,,M,,C,2014-09-02 00:00:00,10,AIND,URD,K,SPLD,,,,,,,,,,,,,,,,,,,False,14+
92115,defb8188-bcf8-4a86-8492-49de2c156f35,,,,,,F,,C,2016-09-05 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
248542,a176ea8f-6f96-4798-924f-a78d134b1046,,,,,,F,,C,2017-09-01 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
225559,f9bafe56-eef1-4415-98a0-c2cfacce81de,,,,,,F,,C,2011-09-06 00:00:00,9,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,13+
232035,b5d10fc7-e40f-4ad2-93cc-ff762016625f,,,,,,M,,C,2014-09-05 00:00:00,13,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,16+
105390,dd10d5f9-0890-47a8-b5cf-a1fd6a83223f,,,,,,F,,C,2017-09-06 00:00:00,6,WBRI,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,15+
154563,0e6cd186-47ea-4801-9466-3190f8ea6100,,,,,,F,,C,2017-09-05 00:00:00,10,WBRI,HIN,N,SPLD,SLCN,,,,,,,,,,,,,,,,,,False,18+
208061,f5fabfed-2cad-4e94-bd3f-6eb4971a27a5,,,,,,M,,C,2017-09-04 00:00:00,8,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,10+
164159,825061dd-2838-4ed1-ba0d-e59ff638c204,,,,,,M,,C,2014-09-02 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
245320,a1467f77-afb7-4c88-8e5b-2e3e33c08720,,,,,,F,,C,2016-09-01 00:00:00,7,WBRI,ENG,N,,,,False,,,,,,,,,,,,,,,,False,11+
229035,7d794823-da9b-4bfd-9a5b-87829def991e,,,,,,M,,C,2011-09-07 00:00:00,7,WOTH,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,True,12+
96825,34c45512-0120-43fd-918e-355ab30302da,,,,,,M,,C,2014-09-04 00:00:00,7,WOTH,ENG,N,,,,False,,,,,,,,,,,,,,,,False,12+
188414,ca6ca761-0b0a-47c9-a7b1-bba31b83cd0d,,,,,,F,,C,2016-09-01 00:00:00,10,WBRI,ENG,N,SPLD,,,False,,,,,,,,,,,,,,,,False,10+
140914,1e9e66bc-ea2e-400d-b863-51429b245da0,,,,,,M,,C,2013-09-05 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
165148,9cce08ee-5c2a-4ea4-926c-422414863ca9,,,,,,M,,C,2012-09-04 00:00:00,7,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
124567,14fbb1a4-19a7-4350-a79e-f431cc362171,,,,,,F,,C,2017-01-25 00:00:00,10,APKN,URD,K,SPLD,SLCN,,,,,,,,,,,,,,,,,,False,15+
185875,543bd141-9303-4a15-9f8d-421fd1b53d31,,,,,,M,,C,2017-09-06 00:00:00,9,APKN,ENG,N,,,,False,,,,,,,,,,,,,,,,False,10+
156691,3c321743-4270-4443-82ae-7a0a4db65986,,,,,,M,,C,2015-09-01 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
133363,c1955c28-9e66-41bd-8b45-86d3e1dde790,,,,,,F,,C,2015-12-11 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
